OriginalIndex,Predicted,GroundTruth
1045,STABILIZE_SELF,REST
1046,REST,REST
1047,REST,REST
1048,ATTACK_OTHER,REST
1049,REST,REST
1050,AVOIDANCE,REST
1051,STABILIZE_SELF,REST
1052,ATTACK_SELF,REST
1053,REST,REST
1054,WITHDRAWAL,REST
1055,REST,REST
1056,REST,REST
1057,REST,REST
1058,REST,REST
1059,REST,REST
1060,REST,REST
1061,WITHDRAWAL,REST
1062,REST,REST
1063,REST,REST
1064,AVOIDANCE,REST
1065,REST,REST
1066,REST,REST
1067,REST,REST
1068,REST,REST
1069,ATTACK_SELF,REST
1070,REST,REST
1071,WITHDRAWAL,REST
1072,REST,REST
1073,ATTACK_SELF,REST
1074,DEPRECIATION,REST
1075,WITHDRAWAL,REST
1076,REST,REST
1077,REST,REST
1078,WITHDRAWAL,REST
1079,REST,REST
1080,ATTACK_OTHER,REST
1081,DEPRECIATION,REST
1082,ATTACK_SELF,REST
1083,REST,REST
1084,STABILIZE_SELF,REST
1085,ATTACK_OTHER,REST
1086,ATTACK_OTHER,REST
1087,ATTACK_SELF,REST
1088,REST,REST
1089,REST,REST
1090,REST,REST
1091,STABILIZE_SELF,REST
1092,ATTACK_OTHER,REST
1093,DEPRECIATION,REST
1094,REST,REST
1095,REST,REST
1096,REST,REST
1097,REST,REST
1098,REST,REST
1099,REST,REST
1100,REST,REST
1101,WITHDRAWAL,REST
1102,ATTACK_SELF,REST
1103,AVOIDANCE,REST
1104,REST,REST
1105,REST,REST
1106,REST,REST
1107,REST,REST
1108,WITHDRAWAL,REST
1109,ATTACK_SELF,REST
1110,REST,REST
1111,DEPRECIATION,REST
1112,STABILIZE_SELF,REST
1113,AVOIDANCE,REST
1114,REST,REST
1115,REST,REST
1116,ATTACK_OTHER,REST
1117,REST,REST
1118,REST,REST
1119,REST,REST
1120,ATTACK_OTHER,REST
1121,DEPRECIATION,REST
1122,REST,REST
1123,REST,REST
1124,REST,REST
2182,STABILIZE_SELF,REST
2183,REST,REST
2184,REST,REST
2185,REST,REST
2186,REST,REST
2187,REST,REST
2188,REST,REST
2189,REST,REST
2190,REST,REST
2191,ATTACK_SELF,REST
2192,ATTACK_OTHER,REST
2193,REST,REST
2194,REST,REST
2195,REST,REST
2196,ATTACK_SELF,REST
2197,REST,REST
2198,REST,REST
2199,ATTACK_SELF,REST
2200,REST,REST
2201,REST,REST
2202,REST,REST
2203,REST,REST
2204,REST,REST
2205,ATTACK_OTHER,REST
2206,ATTACK_OTHER,REST
2207,REST,REST
2208,REST,REST
2209,ATTACK_OTHER,REST
2210,ATTACK_SELF,REST
2211,REST,REST
2212,REST,REST
2213,REST,REST
2214,REST,REST
2215,REST,REST
2216,REST,REST
2217,ATTACK_SELF,REST
2218,AVOIDANCE,REST
2219,ATTACK_SELF,REST
2220,REST,REST
2221,REST,REST
2222,AVOIDANCE,REST
2223,REST,REST
2224,REST,REST
2225,REST,REST
2226,REST,REST
2227,REST,REST
2228,REST,REST
2229,REST,REST
2230,STABILIZE_SELF,REST
2231,ATTACK_OTHER,REST
2232,REST,REST
2233,REST,REST
2234,WITHDRAWAL,REST
2235,REST,REST
2236,REST,REST
2237,REST,REST
2238,REST,REST
2239,WITHDRAWAL,REST
2240,REST,REST
2241,REST,REST
2242,REST,REST
2243,REST,REST
2244,REST,REST
2245,REST,REST
2246,AVOIDANCE,REST
2247,REST,REST
2248,ATTACK_OTHER,REST
2249,REST,REST
2250,ATTACK_SELF,REST
2251,DEPRECIATION,REST
2252,REST,REST
2253,ATTACK_OTHER,REST
2254,REST,REST
2255,ATTACK_OTHER,REST
2256,ATTACK_OTHER,REST
2257,REST,REST
2258,REST,REST
2259,REST,REST
2260,REST,REST
2261,REST,REST
2262,REST,REST
2263,REST,REST
2264,REST,REST
2265,REST,REST
2266,REST,REST
2267,REST,REST
2268,REST,REST
2269,WITHDRAWAL,REST
2270,REST,REST
2271,AVOIDANCE,REST
2272,REST,REST
2273,REST,REST
2274,REST,REST
2275,REST,REST
2276,AVOIDANCE,REST
2277,REST,REST
2278,STABILIZE_SELF,REST
2279,ATTACK_OTHER,REST
2280,REST,REST
2281,REST,REST
2282,REST,REST
2283,STABILIZE_SELF,REST
2284,REST,REST
2285,REST,REST
2286,REST,REST
2287,DEPRECIATION,REST
2288,ATTACK_SELF,REST
2289,REST,REST
2290,REST,REST
2291,REST,REST
2292,REST,REST
2293,DEPRECIATION,REST
2294,DEPRECIATION,REST
2295,REST,REST
2296,REST,REST
2297,REST,REST
2298,WITHDRAWAL,REST
2299,REST,REST
2300,REST,REST
2301,AVOIDANCE,REST
2302,REST,REST
2303,WITHDRAWAL,REST
2304,ATTACK_OTHER,REST
2305,ATTACK_OTHER,REST
2306,REST,REST
2307,AVOIDANCE,REST
2308,REST,REST
2309,REST,REST
2310,REST,REST
2311,REST,REST
2312,ATTACK_SELF,REST
2313,WITHDRAWAL,REST
2314,DEPRECIATION,REST
2315,REST,REST
2316,REST,REST
2317,REST,REST
2318,REST,REST
2319,REST,REST
2320,REST,REST
2321,STABILIZE_SELF,REST
2322,REST,REST
2323,REST,REST
2324,STABILIZE_SELF,REST
2325,AVOIDANCE,REST
2326,STABILIZE_SELF,REST
2327,ATTACK_SELF,REST
2328,REST,REST
2329,REST,REST
2330,REST,REST
2331,WITHDRAWAL,REST
2332,REST,REST
2333,ATTACK_OTHER,REST
2334,REST,REST
2335,REST,REST
2336,DEPRECIATION,DEPRECIATION
2337,DEPRECIATION,DEPRECIATION
2338,DEPRECIATION,DEPRECIATION
2339,DEPRECIATION,DEPRECIATION
2340,DEPRECIATION,DEPRECIATION
2341,STABILIZE_SELF,DEPRECIATION
2342,WITHDRAWAL,DEPRECIATION
2343,ATTACK_OTHER,DEPRECIATION
2344,DEPRECIATION,DEPRECIATION
2345,AVOIDANCE,DEPRECIATION
2346,WITHDRAWAL,DEPRECIATION
2347,DEPRECIATION,DEPRECIATION
2348,DEPRECIATION,DEPRECIATION
2349,DEPRECIATION,DEPRECIATION
2350,DEPRECIATION,DEPRECIATION
2351,DEPRECIATION,DEPRECIATION
2352,DEPRECIATION,DEPRECIATION
2353,DEPRECIATION,DEPRECIATION
2354,DEPRECIATION,DEPRECIATION
2355,DEPRECIATION,DEPRECIATION
2356,AVOIDANCE,DEPRECIATION
2357,ATTACK_OTHER,DEPRECIATION
2358,WITHDRAWAL,DEPRECIATION
2359,REST,DEPRECIATION
2360,DEPRECIATION,DEPRECIATION
2361,DEPRECIATION,DEPRECIATION
2362,WITHDRAWAL,DEPRECIATION
2363,DEPRECIATION,DEPRECIATION
2364,DEPRECIATION,DEPRECIATION
2365,AVOIDANCE,DEPRECIATION
2366,AVOIDANCE,DEPRECIATION
2367,DEPRECIATION,DEPRECIATION
2368,DEPRECIATION,DEPRECIATION
2369,REST,DEPRECIATION
2370,REST,DEPRECIATION
2371,DEPRECIATION,DEPRECIATION
2372,REST,DEPRECIATION
2373,DEPRECIATION,DEPRECIATION
2374,WITHDRAWAL,DEPRECIATION
2375,DEPRECIATION,DEPRECIATION
2376,DEPRECIATION,DEPRECIATION
2377,DEPRECIATION,DEPRECIATION
2378,DEPRECIATION,DEPRECIATION
2379,STABILIZE_SELF,DEPRECIATION
2380,ATTACK_SELF,DEPRECIATION
2381,DEPRECIATION,DEPRECIATION
2382,ATTACK_SELF,DEPRECIATION
2383,ATTACK_OTHER,DEPRECIATION
2384,DEPRECIATION,DEPRECIATION
2385,DEPRECIATION,DEPRECIATION
2386,ATTACK_SELF,DEPRECIATION
2387,AVOIDANCE,DEPRECIATION
2388,ATTACK_OTHER,DEPRECIATION
2389,DEPRECIATION,DEPRECIATION
2390,DEPRECIATION,DEPRECIATION
2391,DEPRECIATION,DEPRECIATION
2392,WITHDRAWAL,DEPRECIATION
2393,DEPRECIATION,DEPRECIATION
2394,REST,DEPRECIATION
2395,AVOIDANCE,DEPRECIATION
2396,DEPRECIATION,DEPRECIATION
2397,DEPRECIATION,DEPRECIATION
2398,REST,DEPRECIATION
2399,DEPRECIATION,DEPRECIATION
2400,DEPRECIATION,DEPRECIATION
2401,DEPRECIATION,DEPRECIATION
2402,DEPRECIATION,DEPRECIATION
2403,DEPRECIATION,DEPRECIATION
2404,REST,DEPRECIATION
2405,DEPRECIATION,DEPRECIATION
2406,DEPRECIATION,DEPRECIATION
2407,AVOIDANCE,DEPRECIATION
2408,DEPRECIATION,DEPRECIATION
2409,DEPRECIATION,DEPRECIATION
2410,DEPRECIATION,DEPRECIATION
2411,DEPRECIATION,DEPRECIATION
2412,DEPRECIATION,DEPRECIATION
2413,DEPRECIATION,DEPRECIATION
2414,DEPRECIATION,DEPRECIATION
2415,DEPRECIATION,DEPRECIATION
2416,ATTACK_OTHER,DEPRECIATION
2417,DEPRECIATION,DEPRECIATION
2418,DEPRECIATION,DEPRECIATION
2419,DEPRECIATION,DEPRECIATION
2420,DEPRECIATION,DEPRECIATION
2421,DEPRECIATION,DEPRECIATION
2422,AVOIDANCE,DEPRECIATION
2423,DEPRECIATION,DEPRECIATION
2424,DEPRECIATION,DEPRECIATION
2425,DEPRECIATION,DEPRECIATION
2426,DEPRECIATION,DEPRECIATION
2427,DEPRECIATION,DEPRECIATION
2428,ATTACK_OTHER,DEPRECIATION
2429,DEPRECIATION,DEPRECIATION
2430,DEPRECIATION,DEPRECIATION
2431,DEPRECIATION,DEPRECIATION
2432,DEPRECIATION,DEPRECIATION
2433,WITHDRAWAL,DEPRECIATION
2434,DEPRECIATION,DEPRECIATION
2435,DEPRECIATION,DEPRECIATION
2436,DEPRECIATION,DEPRECIATION
2437,DEPRECIATION,DEPRECIATION
2438,DEPRECIATION,DEPRECIATION
2439,REST,DEPRECIATION
2440,REST,DEPRECIATION
2441,DEPRECIATION,DEPRECIATION
2442,REST,DEPRECIATION
2443,DEPRECIATION,DEPRECIATION
2444,DEPRECIATION,DEPRECIATION
2445,DEPRECIATION,DEPRECIATION
2446,ATTACK_OTHER,DEPRECIATION
2447,STABILIZE_SELF,DEPRECIATION
2448,DEPRECIATION,DEPRECIATION
2449,DEPRECIATION,DEPRECIATION
2450,REST,DEPRECIATION
2451,DEPRECIATION,DEPRECIATION
2452,DEPRECIATION,DEPRECIATION
2453,DEPRECIATION,DEPRECIATION
2454,DEPRECIATION,DEPRECIATION
2455,AVOIDANCE,DEPRECIATION
2456,AVOIDANCE,DEPRECIATION
2457,DEPRECIATION,DEPRECIATION
2458,DEPRECIATION,DEPRECIATION
2459,ATTACK_SELF,DEPRECIATION
2460,WITHDRAWAL,DEPRECIATION
2461,DEPRECIATION,DEPRECIATION
2462,DEPRECIATION,DEPRECIATION
2463,ATTACK_SELF,DEPRECIATION
2464,STABILIZE_SELF,DEPRECIATION
2465,DEPRECIATION,DEPRECIATION
2466,AVOIDANCE,DEPRECIATION
2467,DEPRECIATION,DEPRECIATION
2468,DEPRECIATION,DEPRECIATION
2469,ATTACK_OTHER,DEPRECIATION
2470,STABILIZE_SELF,DEPRECIATION
2471,DEPRECIATION,DEPRECIATION
2472,REST,DEPRECIATION
2473,AVOIDANCE,DEPRECIATION
2474,REST,DEPRECIATION
2475,DEPRECIATION,DEPRECIATION
2476,ATTACK_SELF,DEPRECIATION
2477,DEPRECIATION,DEPRECIATION
2478,ATTACK_SELF,DEPRECIATION
2479,DEPRECIATION,DEPRECIATION
2480,AVOIDANCE,DEPRECIATION
2481,DEPRECIATION,DEPRECIATION
2482,DEPRECIATION,DEPRECIATION
2483,ATTACK_SELF,DEPRECIATION
2484,DEPRECIATION,DEPRECIATION
2485,DEPRECIATION,DEPRECIATION
2486,DEPRECIATION,DEPRECIATION
2487,STABILIZE_SELF,DEPRECIATION
2488,WITHDRAWAL,DEPRECIATION
2489,REST,DEPRECIATION
2490,REST,DEPRECIATION
2491,STABILIZE_SELF,DEPRECIATION
2492,ATTACK_SELF,DEPRECIATION
2493,DEPRECIATION,DEPRECIATION
2494,DEPRECIATION,DEPRECIATION
2495,DEPRECIATION,DEPRECIATION
2496,DEPRECIATION,DEPRECIATION
2497,DEPRECIATION,DEPRECIATION
2498,DEPRECIATION,DEPRECIATION
2499,DEPRECIATION,DEPRECIATION
2500,ATTACK_SELF,DEPRECIATION
2501,DEPRECIATION,DEPRECIATION
2502,DEPRECIATION,DEPRECIATION
2503,DEPRECIATION,DEPRECIATION
2504,DEPRECIATION,DEPRECIATION
2505,DEPRECIATION,DEPRECIATION
2506,DEPRECIATION,DEPRECIATION
2507,DEPRECIATION,DEPRECIATION
2508,REST,DEPRECIATION
2509,STABILIZE_SELF,DEPRECIATION
2510,STABILIZE_SELF,DEPRECIATION
2511,DEPRECIATION,DEPRECIATION
2512,DEPRECIATION,DEPRECIATION
2513,ATTACK_OTHER,DEPRECIATION
2514,DEPRECIATION,DEPRECIATION
2515,DEPRECIATION,DEPRECIATION
2516,ATTACK_OTHER,DEPRECIATION
2517,DEPRECIATION,DEPRECIATION
2518,DEPRECIATION,DEPRECIATION
2519,DEPRECIATION,DEPRECIATION
2520,REST,DEPRECIATION
2521,DEPRECIATION,DEPRECIATION
2522,DEPRECIATION,DEPRECIATION
2523,ATTACK_SELF,DEPRECIATION
2524,DEPRECIATION,DEPRECIATION
2525,DEPRECIATION,DEPRECIATION
2526,DEPRECIATION,DEPRECIATION
2527,DEPRECIATION,DEPRECIATION
2528,DEPRECIATION,DEPRECIATION
2529,REST,DEPRECIATION
2530,WITHDRAWAL,DEPRECIATION
2531,DEPRECIATION,DEPRECIATION
2532,DEPRECIATION,DEPRECIATION
2533,ATTACK_SELF,DEPRECIATION
2534,DEPRECIATION,DEPRECIATION
2535,DEPRECIATION,DEPRECIATION
2536,DEPRECIATION,DEPRECIATION
2537,DEPRECIATION,DEPRECIATION
2538,WITHDRAWAL,DEPRECIATION
2539,DEPRECIATION,DEPRECIATION
2540,ATTACK_OTHER,DEPRECIATION
2541,AVOIDANCE,DEPRECIATION
2542,DEPRECIATION,DEPRECIATION
2543,DEPRECIATION,DEPRECIATION
2544,WITHDRAWAL,DEPRECIATION
2545,STABILIZE_SELF,DEPRECIATION
2546,DEPRECIATION,DEPRECIATION
2547,DEPRECIATION,DEPRECIATION
2548,WITHDRAWAL,DEPRECIATION
2549,DEPRECIATION,DEPRECIATION
3401,ATTACK_SELF,AVOIDANCE
3402,DEPRECIATION,AVOIDANCE
3403,AVOIDANCE,AVOIDANCE
3404,ATTACK_OTHER,AVOIDANCE
3405,AVOIDANCE,AVOIDANCE
3406,AVOIDANCE,AVOIDANCE
3407,AVOIDANCE,AVOIDANCE
3408,WITHDRAWAL,AVOIDANCE
3409,AVOIDANCE,AVOIDANCE
3410,AVOIDANCE,AVOIDANCE
3411,REST,AVOIDANCE
3412,DEPRECIATION,AVOIDANCE
3413,AVOIDANCE,AVOIDANCE
3414,ATTACK_SELF,AVOIDANCE
3415,AVOIDANCE,AVOIDANCE
3416,AVOIDANCE,AVOIDANCE
3417,AVOIDANCE,AVOIDANCE
3418,AVOIDANCE,AVOIDANCE
3419,AVOIDANCE,AVOIDANCE
3420,AVOIDANCE,AVOIDANCE
3421,AVOIDANCE,AVOIDANCE
3422,AVOIDANCE,AVOIDANCE
3423,DEPRECIATION,AVOIDANCE
3424,STABILIZE_SELF,AVOIDANCE
3425,AVOIDANCE,AVOIDANCE
3426,AVOIDANCE,AVOIDANCE
3427,REST,AVOIDANCE
3428,AVOIDANCE,AVOIDANCE
3429,DEPRECIATION,AVOIDANCE
3430,AVOIDANCE,AVOIDANCE
3431,AVOIDANCE,AVOIDANCE
3432,STABILIZE_SELF,AVOIDANCE
3433,AVOIDANCE,AVOIDANCE
3434,AVOIDANCE,AVOIDANCE
3435,ATTACK_SELF,AVOIDANCE
3436,AVOIDANCE,AVOIDANCE
3437,ATTACK_SELF,AVOIDANCE
3438,DEPRECIATION,AVOIDANCE
3439,AVOIDANCE,AVOIDANCE
3440,ATTACK_SELF,AVOIDANCE
3441,WITHDRAWAL,AVOIDANCE
3442,STABILIZE_SELF,AVOIDANCE
3443,AVOIDANCE,AVOIDANCE
3444,AVOIDANCE,AVOIDANCE
3445,AVOIDANCE,AVOIDANCE
3446,AVOIDANCE,AVOIDANCE
3447,AVOIDANCE,AVOIDANCE
3448,AVOIDANCE,AVOIDANCE
3449,ATTACK_SELF,AVOIDANCE
3450,AVOIDANCE,AVOIDANCE
3451,ATTACK_SELF,AVOIDANCE
3452,ATTACK_OTHER,AVOIDANCE
3453,AVOIDANCE,AVOIDANCE
3454,ATTACK_SELF,AVOIDANCE
3455,STABILIZE_SELF,AVOIDANCE
3456,AVOIDANCE,AVOIDANCE
3457,AVOIDANCE,AVOIDANCE
3458,AVOIDANCE,AVOIDANCE
3459,AVOIDANCE,AVOIDANCE
3460,AVOIDANCE,AVOIDANCE
3461,AVOIDANCE,AVOIDANCE
3462,AVOIDANCE,AVOIDANCE
3463,AVOIDANCE,AVOIDANCE
3464,AVOIDANCE,AVOIDANCE
3465,DEPRECIATION,AVOIDANCE
3466,AVOIDANCE,AVOIDANCE
3467,AVOIDANCE,AVOIDANCE
3468,AVOIDANCE,AVOIDANCE
3469,AVOIDANCE,AVOIDANCE
3470,DEPRECIATION,AVOIDANCE
3471,AVOIDANCE,AVOIDANCE
3472,ATTACK_OTHER,AVOIDANCE
3473,ATTACK_OTHER,AVOIDANCE
3474,DEPRECIATION,AVOIDANCE
3475,AVOIDANCE,AVOIDANCE
3476,AVOIDANCE,AVOIDANCE
3477,AVOIDANCE,AVOIDANCE
3478,AVOIDANCE,AVOIDANCE
3479,STABILIZE_SELF,AVOIDANCE
3480,AVOIDANCE,AVOIDANCE
3481,AVOIDANCE,AVOIDANCE
3482,ATTACK_SELF,AVOIDANCE
3483,AVOIDANCE,AVOIDANCE
3484,AVOIDANCE,AVOIDANCE
3485,AVOIDANCE,AVOIDANCE
3486,AVOIDANCE,AVOIDANCE
3487,ATTACK_SELF,AVOIDANCE
3488,AVOIDANCE,AVOIDANCE
3489,AVOIDANCE,AVOIDANCE
3490,DEPRECIATION,AVOIDANCE
3491,AVOIDANCE,AVOIDANCE
3492,WITHDRAWAL,AVOIDANCE
3493,STABILIZE_SELF,AVOIDANCE
3494,AVOIDANCE,AVOIDANCE
3495,WITHDRAWAL,AVOIDANCE
3496,AVOIDANCE,AVOIDANCE
3497,AVOIDANCE,AVOIDANCE
3498,AVOIDANCE,AVOIDANCE
3499,AVOIDANCE,AVOIDANCE
3500,ATTACK_SELF,AVOIDANCE
3501,ATTACK_SELF,AVOIDANCE
3502,STABILIZE_SELF,AVOIDANCE
3503,REST,AVOIDANCE
3504,AVOIDANCE,AVOIDANCE
3505,AVOIDANCE,AVOIDANCE
3506,ATTACK_OTHER,AVOIDANCE
3507,STABILIZE_SELF,AVOIDANCE
3508,DEPRECIATION,AVOIDANCE
3509,AVOIDANCE,AVOIDANCE
3510,REST,AVOIDANCE
3511,WITHDRAWAL,AVOIDANCE
3512,AVOIDANCE,AVOIDANCE
3513,ATTACK_SELF,AVOIDANCE
3514,AVOIDANCE,AVOIDANCE
3515,AVOIDANCE,AVOIDANCE
3516,REST,AVOIDANCE
3517,ATTACK_SELF,AVOIDANCE
3518,AVOIDANCE,AVOIDANCE
3519,AVOIDANCE,AVOIDANCE
3520,AVOIDANCE,AVOIDANCE
3521,ATTACK_OTHER,AVOIDANCE
3522,AVOIDANCE,AVOIDANCE
3523,AVOIDANCE,AVOIDANCE
3524,ATTACK_OTHER,AVOIDANCE
3525,AVOIDANCE,AVOIDANCE
3526,WITHDRAWAL,AVOIDANCE
3527,ATTACK_SELF,AVOIDANCE
3528,AVOIDANCE,AVOIDANCE
3529,AVOIDANCE,AVOIDANCE
3530,WITHDRAWAL,AVOIDANCE
3531,WITHDRAWAL,AVOIDANCE
3532,ATTACK_SELF,AVOIDANCE
3533,AVOIDANCE,AVOIDANCE
3534,AVOIDANCE,AVOIDANCE
3535,DEPRECIATION,AVOIDANCE
3536,AVOIDANCE,AVOIDANCE
3537,DEPRECIATION,AVOIDANCE
3538,DEPRECIATION,AVOIDANCE
3539,AVOIDANCE,AVOIDANCE
3540,AVOIDANCE,AVOIDANCE
3541,AVOIDANCE,AVOIDANCE
3542,AVOIDANCE,AVOIDANCE
3543,ATTACK_SELF,AVOIDANCE
3544,AVOIDANCE,AVOIDANCE
3545,AVOIDANCE,AVOIDANCE
3546,AVOIDANCE,AVOIDANCE
3547,STABILIZE_SELF,AVOIDANCE
3548,DEPRECIATION,AVOIDANCE
3549,AVOIDANCE,AVOIDANCE
3550,AVOIDANCE,AVOIDANCE
3551,AVOIDANCE,AVOIDANCE
3552,ATTACK_OTHER,AVOIDANCE
3553,AVOIDANCE,AVOIDANCE
3554,ATTACK_OTHER,AVOIDANCE
3555,AVOIDANCE,AVOIDANCE
3556,AVOIDANCE,AVOIDANCE
3557,AVOIDANCE,AVOIDANCE
3558,AVOIDANCE,AVOIDANCE
3559,AVOIDANCE,AVOIDANCE
3560,DEPRECIATION,AVOIDANCE
3561,AVOIDANCE,AVOIDANCE
3562,AVOIDANCE,AVOIDANCE
3563,AVOIDANCE,AVOIDANCE
3564,WITHDRAWAL,AVOIDANCE
3565,ATTACK_OTHER,AVOIDANCE
3566,REST,AVOIDANCE
3567,ATTACK_OTHER,AVOIDANCE
3568,AVOIDANCE,AVOIDANCE
3569,AVOIDANCE,AVOIDANCE
3570,ATTACK_OTHER,AVOIDANCE
3571,ATTACK_OTHER,AVOIDANCE
3572,AVOIDANCE,AVOIDANCE
3573,AVOIDANCE,AVOIDANCE
3574,AVOIDANCE,AVOIDANCE
3575,AVOIDANCE,AVOIDANCE
3576,AVOIDANCE,AVOIDANCE
3577,AVOIDANCE,AVOIDANCE
3578,AVOIDANCE,AVOIDANCE
3579,AVOIDANCE,AVOIDANCE
3580,AVOIDANCE,AVOIDANCE
3581,AVOIDANCE,AVOIDANCE
3582,WITHDRAWAL,AVOIDANCE
3583,AVOIDANCE,AVOIDANCE
3584,ATTACK_OTHER,AVOIDANCE
3585,ATTACK_OTHER,AVOIDANCE
3586,AVOIDANCE,AVOIDANCE
3587,ATTACK_OTHER,AVOIDANCE
3588,ATTACK_SELF,AVOIDANCE
3589,AVOIDANCE,AVOIDANCE
3590,ATTACK_OTHER,AVOIDANCE
3591,REST,AVOIDANCE
3592,AVOIDANCE,AVOIDANCE
3593,DEPRECIATION,AVOIDANCE
3594,AVOIDANCE,AVOIDANCE
