OriginalIndex,Predicted,GroundTruth
1013,REST,REST
1014,REST,REST
1015,DEPRECIATION,REST
1016,REST,REST
1017,REST,REST
1018,ATTACK_OTHER,REST
1019,STABILIZE_SELF,REST
1020,REST,REST
1021,STABILIZE_SELF,REST
1022,WITHDRAWAL,REST
1023,ATTACK_OTHER,REST
1024,REST,REST
1025,REST,REST
1026,WITHDRAWAL,REST
1027,ATTACK_OTHER,REST
1028,STABILIZE_SELF,REST
1029,REST,REST
1030,REST,REST
1031,ATTACK_SELF,REST
1032,REST,REST
1033,REST,REST
1034,STABILIZE_SELF,REST
1035,REST,REST
1036,DEPRECIATION,REST
1037,STABILIZE_SELF,REST
1038,REST,REST
1039,REST,REST
1040,REST,REST
1041,REST,REST
1042,REST,REST
1043,AVOIDANCE,REST
1044,AVOIDANCE,REST
1045,REST,REST
1046,STABILIZE_SELF,REST
1047,ATTACK_OTHER,REST
1048,DEPRECIATION,REST
1049,AVOIDANCE,REST
1050,REST,REST
1051,WITHDRAWAL,REST
1052,REST,REST
1053,ATTACK_OTHER,REST
1054,WITHDRAWAL,REST
1055,REST,REST
1056,ATTACK_OTHER,REST
1057,REST,REST
1058,STABILIZE_SELF,REST
1059,REST,REST
1060,DEPRECIATION,REST
1061,ATTACK_OTHER,REST
1062,ATTACK_OTHER,REST
1063,REST,REST
1064,REST,REST
1065,DEPRECIATION,REST
1066,REST,REST
1067,REST,REST
1068,REST,REST
1069,ATTACK_OTHER,REST
1070,AVOIDANCE,REST
1071,DEPRECIATION,REST
1072,REST,REST
1073,AVOIDANCE,REST
1074,REST,REST
1075,DEPRECIATION,REST
1076,REST,REST
1077,REST,REST
1078,REST,REST
1079,REST,REST
1080,ATTACK_SELF,REST
1081,REST,REST
1082,WITHDRAWAL,REST
1083,REST,REST
1084,DEPRECIATION,REST
1085,ATTACK_OTHER,REST
1086,STABILIZE_SELF,REST
1087,REST,REST
1088,REST,REST
1089,WITHDRAWAL,REST
1090,REST,REST
1091,AVOIDANCE,REST
1092,REST,REST
1093,REST,REST
1094,REST,REST
1095,ATTACK_SELF,REST
1096,REST,REST
1097,REST,REST
1098,REST,REST
1099,WITHDRAWAL,REST
1100,REST,REST
1101,REST,REST
1102,REST,REST
1103,REST,REST
1104,REST,REST
1105,DEPRECIATION,REST
1106,REST,REST
1107,REST,REST
1108,REST,REST
1109,ATTACK_SELF,REST
1110,REST,REST
1111,REST,REST
1112,REST,REST
1113,AVOIDANCE,REST
1114,STABILIZE_SELF,REST
1115,AVOIDANCE,REST
1116,REST,REST
1117,WITHDRAWAL,REST
1118,REST,REST
1119,REST,REST
1120,DEPRECIATION,REST
1121,STABILIZE_SELF,REST
1122,REST,REST
1123,AVOIDANCE,REST
1124,REST,REST
2182,STABILIZE_SELF,REST
2183,REST,REST
2184,REST,REST
2185,REST,REST
2186,REST,REST
2187,REST,REST
2188,DEPRECIATION,REST
2189,REST,REST
2190,AVOIDANCE,REST
2191,REST,REST
2192,ATTACK_OTHER,REST
2193,ATTACK_OTHER,REST
2194,REST,REST
2195,AVOIDANCE,REST
2196,WITHDRAWAL,REST
2197,ATTACK_OTHER,REST
2198,REST,REST
2199,WITHDRAWAL,REST
2200,REST,REST
2201,WITHDRAWAL,REST
2202,DEPRECIATION,REST
2203,REST,REST
2204,WITHDRAWAL,REST
2205,REST,REST
2206,REST,REST
2207,REST,REST
2208,REST,REST
2209,REST,REST
2210,STABILIZE_SELF,REST
2211,REST,REST
2212,REST,REST
2213,AVOIDANCE,REST
2214,ATTACK_SELF,REST
2215,REST,REST
2216,STABILIZE_SELF,REST
2217,REST,REST
2218,REST,REST
2219,REST,REST
2220,STABILIZE_SELF,REST
2221,REST,REST
2222,REST,REST
2223,DEPRECIATION,REST
2224,REST,REST
2225,ATTACK_SELF,REST
2226,WITHDRAWAL,REST
2227,ATTACK_OTHER,REST
2228,STABILIZE_SELF,REST
2229,REST,REST
2230,WITHDRAWAL,REST
2231,ATTACK_SELF,REST
2232,REST,REST
2233,REST,REST
2234,STABILIZE_SELF,REST
2235,ATTACK_SELF,REST
2236,REST,REST
2237,WITHDRAWAL,REST
2238,REST,REST
2239,WITHDRAWAL,REST
2240,REST,REST
2241,STABILIZE_SELF,REST
2242,AVOIDANCE,REST
2243,REST,REST
2244,REST,REST
2245,REST,REST
2246,REST,REST
2247,REST,REST
2248,STABILIZE_SELF,REST
2249,ATTACK_OTHER,REST
2250,REST,REST
2251,WITHDRAWAL,REST
2252,REST,REST
2253,ATTACK_SELF,REST
2254,REST,REST
2255,DEPRECIATION,REST
2256,AVOIDANCE,REST
2257,REST,REST
2258,REST,REST
2259,REST,REST
2260,REST,REST
2261,ATTACK_SELF,REST
2262,WITHDRAWAL,REST
2263,REST,REST
2264,DEPRECIATION,REST
2265,REST,REST
2266,WITHDRAWAL,REST
2267,STABILIZE_SELF,REST
2268,REST,REST
2269,REST,REST
2270,REST,REST
2271,ATTACK_OTHER,REST
2272,REST,REST
2273,STABILIZE_SELF,REST
2274,REST,REST
2275,REST,REST
2276,REST,REST
2277,AVOIDANCE,REST
2278,REST,REST
2279,REST,REST
2280,STABILIZE_SELF,REST
2281,REST,REST
2282,STABILIZE_SELF,REST
2283,REST,REST
2284,STABILIZE_SELF,REST
2285,DEPRECIATION,REST
2286,REST,REST
2287,REST,REST
2288,REST,REST
2289,REST,REST
2290,REST,REST
2291,STABILIZE_SELF,REST
2292,WITHDRAWAL,REST
2293,REST,REST
2294,WITHDRAWAL,REST
2295,ATTACK_OTHER,REST
2296,REST,REST
2297,REST,REST
2298,AVOIDANCE,REST
2299,AVOIDANCE,REST
2300,REST,REST
2301,REST,REST
2302,REST,REST
2303,ATTACK_SELF,REST
2304,DEPRECIATION,REST
2305,AVOIDANCE,REST
2306,REST,REST
2307,ATTACK_SELF,REST
2308,REST,REST
2309,REST,REST
2310,REST,REST
2311,ATTACK_OTHER,REST
2312,ATTACK_SELF,REST
2313,REST,REST
2314,REST,REST
2315,REST,REST
2316,DEPRECIATION,REST
2317,ATTACK_SELF,REST
2318,REST,REST
2319,ATTACK_OTHER,REST
2320,REST,REST
2321,REST,REST
2322,DEPRECIATION,REST
2323,REST,REST
2324,REST,REST
2325,REST,REST
2326,STABILIZE_SELF,REST
2327,AVOIDANCE,REST
2328,AVOIDANCE,REST
2329,REST,REST
2330,DEPRECIATION,REST
2331,REST,REST
2332,REST,REST
2333,DEPRECIATION,REST
2334,ATTACK_OTHER,REST
2335,DEPRECIATION,REST
2336,DEPRECIATION,DEPRECIATION
2337,DEPRECIATION,DEPRECIATION
2338,DEPRECIATION,DEPRECIATION
2339,DEPRECIATION,DEPRECIATION
2340,STABILIZE_SELF,DEPRECIATION
2341,ATTACK_SELF,DEPRECIATION
2342,DEPRECIATION,DEPRECIATION
2343,DEPRECIATION,DEPRECIATION
2344,ATTACK_SELF,DEPRECIATION
2345,DEPRECIATION,DEPRECIATION
2346,DEPRECIATION,DEPRECIATION
2347,AVOIDANCE,DEPRECIATION
2348,ATTACK_SELF,DEPRECIATION
2349,DEPRECIATION,DEPRECIATION
2350,ATTACK_OTHER,DEPRECIATION
2351,DEPRECIATION,DEPRECIATION
2352,DEPRECIATION,DEPRECIATION
2353,DEPRECIATION,DEPRECIATION
2354,DEPRECIATION,DEPRECIATION
2355,DEPRECIATION,DEPRECIATION
2356,DEPRECIATION,DEPRECIATION
2357,DEPRECIATION,DEPRECIATION
2358,DEPRECIATION,DEPRECIATION
2359,STABILIZE_SELF,DEPRECIATION
2360,DEPRECIATION,DEPRECIATION
2361,ATTACK_SELF,DEPRECIATION
2362,DEPRECIATION,DEPRECIATION
2363,DEPRECIATION,DEPRECIATION
2364,WITHDRAWAL,DEPRECIATION
2365,DEPRECIATION,DEPRECIATION
2366,DEPRECIATION,DEPRECIATION
2367,AVOIDANCE,DEPRECIATION
2368,ATTACK_SELF,DEPRECIATION
2369,REST,DEPRECIATION
2370,DEPRECIATION,DEPRECIATION
2371,DEPRECIATION,DEPRECIATION
2372,STABILIZE_SELF,DEPRECIATION
2373,DEPRECIATION,DEPRECIATION
2374,DEPRECIATION,DEPRECIATION
2375,DEPRECIATION,DEPRECIATION
2376,DEPRECIATION,DEPRECIATION
2377,STABILIZE_SELF,DEPRECIATION
2378,ATTACK_OTHER,DEPRECIATION
2379,DEPRECIATION,DEPRECIATION
2380,WITHDRAWAL,DEPRECIATION
2381,DEPRECIATION,DEPRECIATION
2382,STABILIZE_SELF,DEPRECIATION
2383,DEPRECIATION,DEPRECIATION
2384,DEPRECIATION,DEPRECIATION
2385,AVOIDANCE,DEPRECIATION
2386,ATTACK_OTHER,DEPRECIATION
2387,STABILIZE_SELF,DEPRECIATION
2388,DEPRECIATION,DEPRECIATION
2389,ATTACK_OTHER,DEPRECIATION
2390,DEPRECIATION,DEPRECIATION
2391,DEPRECIATION,DEPRECIATION
2392,ATTACK_SELF,DEPRECIATION
2393,DEPRECIATION,DEPRECIATION
2394,DEPRECIATION,DEPRECIATION
2395,WITHDRAWAL,DEPRECIATION
2396,DEPRECIATION,DEPRECIATION
2397,WITHDRAWAL,DEPRECIATION
2398,REST,DEPRECIATION
2399,DEPRECIATION,DEPRECIATION
2400,DEPRECIATION,DEPRECIATION
2401,REST,DEPRECIATION
2402,DEPRECIATION,DEPRECIATION
2403,DEPRECIATION,DEPRECIATION
2404,DEPRECIATION,DEPRECIATION
2405,WITHDRAWAL,DEPRECIATION
2406,DEPRECIATION,DEPRECIATION
2407,ATTACK_OTHER,DEPRECIATION
2408,STABILIZE_SELF,DEPRECIATION
2409,ATTACK_OTHER,DEPRECIATION
2410,DEPRECIATION,DEPRECIATION
2411,ATTACK_OTHER,DEPRECIATION
2412,DEPRECIATION,DEPRECIATION
2413,STABILIZE_SELF,DEPRECIATION
2414,STABILIZE_SELF,DEPRECIATION
2415,DEPRECIATION,DEPRECIATION
2416,DEPRECIATION,DEPRECIATION
2417,REST,DEPRECIATION
2418,DEPRECIATION,DEPRECIATION
2419,DEPRECIATION,DEPRECIATION
2420,DEPRECIATION,DEPRECIATION
2421,WITHDRAWAL,DEPRECIATION
2422,REST,DEPRECIATION
2423,DEPRECIATION,DEPRECIATION
2424,DEPRECIATION,DEPRECIATION
2425,DEPRECIATION,DEPRECIATION
2426,REST,DEPRECIATION
2427,DEPRECIATION,DEPRECIATION
2428,DEPRECIATION,DEPRECIATION
2429,DEPRECIATION,DEPRECIATION
2430,ATTACK_OTHER,DEPRECIATION
2431,REST,DEPRECIATION
2432,AVOIDANCE,DEPRECIATION
2433,DEPRECIATION,DEPRECIATION
2434,DEPRECIATION,DEPRECIATION
2435,ATTACK_OTHER,DEPRECIATION
2436,REST,DEPRECIATION
2437,STABILIZE_SELF,DEPRECIATION
2438,DEPRECIATION,DEPRECIATION
2439,DEPRECIATION,DEPRECIATION
2440,STABILIZE_SELF,DEPRECIATION
2441,WITHDRAWAL,DEPRECIATION
2442,WITHDRAWAL,DEPRECIATION
2443,DEPRECIATION,DEPRECIATION
2444,DEPRECIATION,DEPRECIATION
2445,DEPRECIATION,DEPRECIATION
2446,STABILIZE_SELF,DEPRECIATION
2447,WITHDRAWAL,DEPRECIATION
2448,REST,DEPRECIATION
2449,DEPRECIATION,DEPRECIATION
2450,DEPRECIATION,DEPRECIATION
2451,DEPRECIATION,DEPRECIATION
2452,DEPRECIATION,DEPRECIATION
2453,AVOIDANCE,DEPRECIATION
2454,DEPRECIATION,DEPRECIATION
2455,DEPRECIATION,DEPRECIATION
2456,STABILIZE_SELF,DEPRECIATION
2457,DEPRECIATION,DEPRECIATION
2458,DEPRECIATION,DEPRECIATION
2459,DEPRECIATION,DEPRECIATION
2460,DEPRECIATION,DEPRECIATION
2461,DEPRECIATION,DEPRECIATION
2462,AVOIDANCE,DEPRECIATION
2463,REST,DEPRECIATION
2464,WITHDRAWAL,DEPRECIATION
2465,DEPRECIATION,DEPRECIATION
2466,REST,DEPRECIATION
2467,DEPRECIATION,DEPRECIATION
2468,DEPRECIATION,DEPRECIATION
2469,WITHDRAWAL,DEPRECIATION
2470,REST,DEPRECIATION
2471,WITHDRAWAL,DEPRECIATION
2472,WITHDRAWAL,DEPRECIATION
2473,STABILIZE_SELF,DEPRECIATION
2474,DEPRECIATION,DEPRECIATION
2475,REST,DEPRECIATION
2476,AVOIDANCE,DEPRECIATION
2477,DEPRECIATION,DEPRECIATION
2478,AVOIDANCE,DEPRECIATION
2479,DEPRECIATION,DEPRECIATION
2480,DEPRECIATION,DEPRECIATION
2481,DEPRECIATION,DEPRECIATION
2482,REST,DEPRECIATION
2483,DEPRECIATION,DEPRECIATION
2484,STABILIZE_SELF,DEPRECIATION
2485,WITHDRAWAL,DEPRECIATION
2486,DEPRECIATION,DEPRECIATION
2487,DEPRECIATION,DEPRECIATION
2488,REST,DEPRECIATION
2489,DEPRECIATION,DEPRECIATION
2490,DEPRECIATION,DEPRECIATION
2491,DEPRECIATION,DEPRECIATION
2492,ATTACK_SELF,DEPRECIATION
2493,ATTACK_SELF,DEPRECIATION
2494,STABILIZE_SELF,DEPRECIATION
2495,STABILIZE_SELF,DEPRECIATION
2496,ATTACK_SELF,DEPRECIATION
2497,DEPRECIATION,DEPRECIATION
2498,DEPRECIATION,DEPRECIATION
2499,DEPRECIATION,DEPRECIATION
2500,DEPRECIATION,DEPRECIATION
2501,DEPRECIATION,DEPRECIATION
2502,ATTACK_OTHER,DEPRECIATION
2503,WITHDRAWAL,DEPRECIATION
2504,DEPRECIATION,DEPRECIATION
2505,REST,DEPRECIATION
2506,AVOIDANCE,DEPRECIATION
2507,DEPRECIATION,DEPRECIATION
2508,WITHDRAWAL,DEPRECIATION
2509,STABILIZE_SELF,DEPRECIATION
2510,AVOIDANCE,DEPRECIATION
2511,STABILIZE_SELF,DEPRECIATION
2512,AVOIDANCE,DEPRECIATION
2513,ATTACK_OTHER,DEPRECIATION
2514,DEPRECIATION,DEPRECIATION
2515,DEPRECIATION,DEPRECIATION
2516,AVOIDANCE,DEPRECIATION
2517,ATTACK_OTHER,DEPRECIATION
2518,REST,DEPRECIATION
2519,AVOIDANCE,DEPRECIATION
2520,ATTACK_OTHER,DEPRECIATION
2521,STABILIZE_SELF,DEPRECIATION
2522,DEPRECIATION,DEPRECIATION
2523,DEPRECIATION,DEPRECIATION
2524,STABILIZE_SELF,DEPRECIATION
2525,DEPRECIATION,DEPRECIATION
2526,STABILIZE_SELF,DEPRECIATION
2527,REST,DEPRECIATION
2528,AVOIDANCE,DEPRECIATION
2529,WITHDRAWAL,DEPRECIATION
2530,ATTACK_SELF,DEPRECIATION
2531,WITHDRAWAL,DEPRECIATION
2532,WITHDRAWAL,DEPRECIATION
2533,DEPRECIATION,DEPRECIATION
2534,WITHDRAWAL,DEPRECIATION
2535,AVOIDANCE,DEPRECIATION
2536,REST,DEPRECIATION
2537,AVOIDANCE,DEPRECIATION
2538,DEPRECIATION,DEPRECIATION
2539,STABILIZE_SELF,DEPRECIATION
2540,ATTACK_SELF,DEPRECIATION
2541,ATTACK_SELF,DEPRECIATION
2542,WITHDRAWAL,DEPRECIATION
2543,DEPRECIATION,DEPRECIATION
2544,DEPRECIATION,DEPRECIATION
2545,DEPRECIATION,DEPRECIATION
2546,DEPRECIATION,DEPRECIATION
2547,STABILIZE_SELF,DEPRECIATION
2548,DEPRECIATION,DEPRECIATION
2549,DEPRECIATION,DEPRECIATION
3401,STABILIZE_SELF,AVOIDANCE
3402,ATTACK_SELF,AVOIDANCE
3403,AVOIDANCE,AVOIDANCE
3404,ATTACK_OTHER,AVOIDANCE
3405,AVOIDANCE,AVOIDANCE
3406,REST,AVOIDANCE
3407,AVOIDANCE,AVOIDANCE
3408,AVOIDANCE,AVOIDANCE
3409,AVOIDANCE,AVOIDANCE
3410,AVOIDANCE,AVOIDANCE
3411,AVOIDANCE,AVOIDANCE
3412,DEPRECIATION,AVOIDANCE
3413,ATTACK_OTHER,AVOIDANCE
3414,AVOIDANCE,AVOIDANCE
3415,ATTACK_OTHER,AVOIDANCE
3416,AVOIDANCE,AVOIDANCE
3417,DEPRECIATION,AVOIDANCE
3418,AVOIDANCE,AVOIDANCE
3419,AVOIDANCE,AVOIDANCE
3420,ATTACK_OTHER,AVOIDANCE
3421,WITHDRAWAL,AVOIDANCE
3422,WITHDRAWAL,AVOIDANCE
3423,AVOIDANCE,AVOIDANCE
3424,AVOIDANCE,AVOIDANCE
3425,ATTACK_SELF,AVOIDANCE
3426,AVOIDANCE,AVOIDANCE
3427,STABILIZE_SELF,AVOIDANCE
3428,ATTACK_SELF,AVOIDANCE
3429,AVOIDANCE,AVOIDANCE
3430,AVOIDANCE,AVOIDANCE
3431,AVOIDANCE,AVOIDANCE
3432,REST,AVOIDANCE
3433,AVOIDANCE,AVOIDANCE
3434,AVOIDANCE,AVOIDANCE
3435,REST,AVOIDANCE
3436,AVOIDANCE,AVOIDANCE
3437,DEPRECIATION,AVOIDANCE
3438,DEPRECIATION,AVOIDANCE
3439,AVOIDANCE,AVOIDANCE
3440,ATTACK_SELF,AVOIDANCE
3441,AVOIDANCE,AVOIDANCE
3442,AVOIDANCE,AVOIDANCE
3443,AVOIDANCE,AVOIDANCE
3444,AVOIDANCE,AVOIDANCE
3445,DEPRECIATION,AVOIDANCE
3446,AVOIDANCE,AVOIDANCE
3447,AVOIDANCE,AVOIDANCE
3448,AVOIDANCE,AVOIDANCE
3449,ATTACK_OTHER,AVOIDANCE
3450,STABILIZE_SELF,AVOIDANCE
3451,ATTACK_SELF,AVOIDANCE
3452,AVOIDANCE,AVOIDANCE
3453,AVOIDANCE,AVOIDANCE
3454,DEPRECIATION,AVOIDANCE
3455,DEPRECIATION,AVOIDANCE
3456,AVOIDANCE,AVOIDANCE
3457,AVOIDANCE,AVOIDANCE
3458,AVOIDANCE,AVOIDANCE
3459,AVOIDANCE,AVOIDANCE
3460,ATTACK_OTHER,AVOIDANCE
3461,ATTACK_SELF,AVOIDANCE
3462,AVOIDANCE,AVOIDANCE
3463,ATTACK_SELF,AVOIDANCE
3464,WITHDRAWAL,AVOIDANCE
3465,WITHDRAWAL,AVOIDANCE
3466,DEPRECIATION,AVOIDANCE
3467,AVOIDANCE,AVOIDANCE
3468,AVOIDANCE,AVOIDANCE
3469,AVOIDANCE,AVOIDANCE
3470,REST,AVOIDANCE
3471,DEPRECIATION,AVOIDANCE
3472,AVOIDANCE,AVOIDANCE
3473,AVOIDANCE,AVOIDANCE
3474,WITHDRAWAL,AVOIDANCE
3475,DEPRECIATION,AVOIDANCE
3476,ATTACK_OTHER,AVOIDANCE
3477,WITHDRAWAL,AVOIDANCE
3478,AVOIDANCE,AVOIDANCE
3479,REST,AVOIDANCE
3480,AVOIDANCE,AVOIDANCE
3481,AVOIDANCE,AVOIDANCE
3482,DEPRECIATION,AVOIDANCE
3483,DEPRECIATION,AVOIDANCE
3484,AVOIDANCE,AVOIDANCE
3485,AVOIDANCE,AVOIDANCE
3486,WITHDRAWAL,AVOIDANCE
3487,AVOIDANCE,AVOIDANCE
3488,AVOIDANCE,AVOIDANCE
3489,ATTACK_OTHER,AVOIDANCE
3490,STABILIZE_SELF,AVOIDANCE
3491,STABILIZE_SELF,AVOIDANCE
3492,AVOIDANCE,AVOIDANCE
3493,AVOIDANCE,AVOIDANCE
3494,DEPRECIATION,AVOIDANCE
3495,AVOIDANCE,AVOIDANCE
3496,AVOIDANCE,AVOIDANCE
3497,AVOIDANCE,AVOIDANCE
3498,AVOIDANCE,AVOIDANCE
3499,AVOIDANCE,AVOIDANCE
3500,AVOIDANCE,AVOIDANCE
3501,AVOIDANCE,AVOIDANCE
3502,ATTACK_SELF,AVOIDANCE
3503,WITHDRAWAL,AVOIDANCE
3504,AVOIDANCE,AVOIDANCE
3505,AVOIDANCE,AVOIDANCE
3506,REST,AVOIDANCE
3507,AVOIDANCE,AVOIDANCE
3508,AVOIDANCE,AVOIDANCE
3509,WITHDRAWAL,AVOIDANCE
3510,ATTACK_SELF,AVOIDANCE
3511,AVOIDANCE,AVOIDANCE
3512,AVOIDANCE,AVOIDANCE
3513,WITHDRAWAL,AVOIDANCE
3514,AVOIDANCE,AVOIDANCE
3515,AVOIDANCE,AVOIDANCE
3516,AVOIDANCE,AVOIDANCE
3517,ATTACK_SELF,AVOIDANCE
3518,AVOIDANCE,AVOIDANCE
3519,ATTACK_OTHER,AVOIDANCE
3520,REST,AVOIDANCE
3521,REST,AVOIDANCE
3522,DEPRECIATION,AVOIDANCE
3523,AVOIDANCE,AVOIDANCE
3524,AVOIDANCE,AVOIDANCE
3525,AVOIDANCE,AVOIDANCE
3526,REST,AVOIDANCE
3527,AVOIDANCE,AVOIDANCE
3528,AVOIDANCE,AVOIDANCE
3529,STABILIZE_SELF,AVOIDANCE
3530,WITHDRAWAL,AVOIDANCE
3531,WITHDRAWAL,AVOIDANCE
3532,AVOIDANCE,AVOIDANCE
3533,DEPRECIATION,AVOIDANCE
3534,ATTACK_SELF,AVOIDANCE
3535,ATTACK_SELF,AVOIDANCE
3536,WITHDRAWAL,AVOIDANCE
3537,DEPRECIATION,AVOIDANCE
3538,WITHDRAWAL,AVOIDANCE
3539,ATTACK_OTHER,AVOIDANCE
3540,AVOIDANCE,AVOIDANCE
3541,AVOIDANCE,AVOIDANCE
3542,AVOIDANCE,AVOIDANCE
3543,STABILIZE_SELF,AVOIDANCE
3544,AVOIDANCE,AVOIDANCE
3545,AVOIDANCE,AVOIDANCE
3546,AVOIDANCE,AVOIDANCE
3547,AVOIDANCE,AVOIDANCE
3548,AVOIDANCE,AVOIDANCE
3549,STABILIZE_SELF,AVOIDANCE
3550,AVOIDANCE,AVOIDANCE
3551,ATTACK_OTHER,AVOIDANCE
3552,STABILIZE_SELF,AVOIDANCE
3553,AVOIDANCE,AVOIDANCE
3554,AVOIDANCE,AVOIDANCE
3555,DEPRECIATION,AVOIDANCE
3556,ATTACK_SELF,AVOIDANCE
3557,ATTACK_OTHER,AVOIDANCE
3558,REST,AVOIDANCE
3559,ATTACK_SELF,AVOIDANCE
3560,ATTACK_SELF,AVOIDANCE
3561,REST,AVOIDANCE
3562,REST,AVOIDANCE
3563,STABILIZE_SELF,AVOIDANCE
3564,WITHDRAWAL,AVOIDANCE
3565,REST,AVOIDANCE
3566,AVOIDANCE,AVOIDANCE
3567,ATTACK_OTHER,AVOIDANCE
3568,AVOIDANCE,AVOIDANCE
3569,ATTACK_SELF,AVOIDANCE
3570,DEPRECIATION,AVOIDANCE
3571,AVOIDANCE,AVOIDANCE
3572,AVOIDANCE,AVOIDANCE
3573,ATTACK_SELF,AVOIDANCE
3574,AVOIDANCE,AVOIDANCE
3575,AVOIDANCE,AVOIDANCE
3576,AVOIDANCE,AVOIDANCE
3577,AVOIDANCE,AVOIDANCE
3578,AVOIDANCE,AVOIDANCE
3579,ATTACK_OTHER,AVOIDANCE
3580,AVOIDANCE,AVOIDANCE
