OriginalIndex,Predicted,GroundTruth
997,ATTACK_SELF,REST
998,AVOIDANCE,REST
999,WITHDRAWAL,REST
1000,ATTACK_SELF,REST
1001,STABILIZE_SELF,REST
1002,DEPRECIATION,REST
1003,WITHDRAWAL,REST
1004,REST,REST
1005,WITHDRAWAL,REST
1006,REST,REST
1007,STABILIZE_SELF,REST
1008,REST,REST
1009,REST,REST
1010,DEPRECIATION,REST
1011,DEPRECIATION,REST
1012,ATTACK_OTHER,REST
1013,AVOIDANCE,REST
1014,ATTACK_OTHER,REST
1015,STABILIZE_SELF,REST
1016,ATTACK_OTHER,REST
1017,REST,REST
1018,AVOIDANCE,REST
1019,ATTACK_SELF,REST
1020,REST,REST
1021,REST,REST
1022,REST,REST
1023,ATTACK_OTHER,REST
1024,WITHDRAWAL,REST
1025,REST,REST
1026,ATTACK_SELF,REST
1027,AVOIDANCE,REST
1028,REST,REST
1029,DEPRECIATION,REST
1030,ATTACK_OTHER,REST
1031,REST,REST
1032,STABILIZE_SELF,REST
1033,ATTACK_OTHER,REST
1034,AVOIDANCE,REST
1035,DEPRECIATION,REST
1036,ATTACK_SELF,REST
1037,STABILIZE_SELF,REST
1038,WITHDRAWAL,REST
1039,REST,REST
1040,REST,REST
1041,REST,REST
1042,ATTACK_OTHER,REST
1043,STABILIZE_SELF,REST
1044,REST,REST
1045,REST,REST
1046,REST,REST
1047,REST,REST
1048,WITHDRAWAL,REST
1049,ATTACK_SELF,REST
1050,REST,REST
1051,REST,REST
1052,ATTACK_OTHER,REST
1053,REST,REST
1054,REST,REST
1055,ATTACK_OTHER,REST
1056,ATTACK_OTHER,REST
1057,REST,REST
1058,ATTACK_SELF,REST
1059,ATTACK_SELF,REST
1060,REST,REST
1061,AVOIDANCE,REST
1062,DEPRECIATION,REST
1063,REST,REST
1064,DEPRECIATION,REST
1065,REST,REST
1066,REST,REST
1067,WITHDRAWAL,REST
1068,ATTACK_OTHER,REST
1069,ATTACK_SELF,REST
1070,ATTACK_SELF,REST
1071,ATTACK_SELF,REST
1072,AVOIDANCE,REST
1073,WITHDRAWAL,REST
1074,REST,REST
1075,DEPRECIATION,REST
1076,AVOIDANCE,REST
1077,ATTACK_OTHER,REST
1078,ATTACK_OTHER,REST
1079,REST,REST
1080,REST,REST
1081,ATTACK_OTHER,REST
1082,WITHDRAWAL,REST
1083,REST,REST
1084,ATTACK_SELF,REST
1085,STABILIZE_SELF,REST
1086,REST,REST
1087,WITHDRAWAL,REST
1088,WITHDRAWAL,REST
1089,AVOIDANCE,REST
1090,ATTACK_OTHER,REST
1091,DEPRECIATION,REST
1092,REST,REST
1093,STABILIZE_SELF,REST
1094,DEPRECIATION,REST
1095,ATTACK_SELF,REST
1096,DEPRECIATION,REST
1097,REST,REST
1098,STABILIZE_SELF,REST
1099,ATTACK_OTHER,REST
1100,STABILIZE_SELF,REST
1101,AVOIDANCE,REST
1102,REST,REST
1103,REST,REST
1104,REST,REST
1105,ATTACK_OTHER,REST
1106,ATTACK_SELF,REST
1107,WITHDRAWAL,REST
1108,STABILIZE_SELF,REST
1109,WITHDRAWAL,REST
1110,REST,REST
1111,WITHDRAWAL,REST
1112,WITHDRAWAL,REST
1113,ATTACK_SELF,REST
1114,STABILIZE_SELF,REST
1115,STABILIZE_SELF,REST
1116,REST,REST
1117,DEPRECIATION,REST
1118,STABILIZE_SELF,REST
1119,REST,REST
1120,ATTACK_OTHER,REST
1121,AVOIDANCE,REST
1122,ATTACK_OTHER,REST
1123,REST,REST
1124,DEPRECIATION,REST
2182,STABILIZE_SELF,REST
2183,REST,REST
2184,REST,REST
2185,REST,REST
2186,ATTACK_SELF,REST
2187,AVOIDANCE,REST
2188,AVOIDANCE,REST
2189,ATTACK_OTHER,REST
2190,AVOIDANCE,REST
2191,AVOIDANCE,REST
2192,WITHDRAWAL,REST
2193,REST,REST
2194,AVOIDANCE,REST
2195,REST,REST
2196,ATTACK_SELF,REST
2197,DEPRECIATION,REST
2198,STABILIZE_SELF,REST
2199,ATTACK_OTHER,REST
2200,REST,REST
2201,REST,REST
2202,REST,REST
2203,REST,REST
2204,ATTACK_OTHER,REST
2205,ATTACK_OTHER,REST
2206,REST,REST
2207,DEPRECIATION,REST
2208,WITHDRAWAL,REST
2209,REST,REST
2210,STABILIZE_SELF,REST
2211,REST,REST
2212,REST,REST
2213,ATTACK_SELF,REST
2214,ATTACK_SELF,REST
2215,ATTACK_SELF,REST
2216,ATTACK_OTHER,REST
2217,ATTACK_SELF,REST
2218,REST,REST
2219,STABILIZE_SELF,REST
2220,ATTACK_SELF,REST
2221,STABILIZE_SELF,REST
2222,WITHDRAWAL,REST
2223,REST,REST
2224,AVOIDANCE,REST
2225,AVOIDANCE,REST
2226,DEPRECIATION,REST
2227,REST,REST
2228,AVOIDANCE,REST
2229,ATTACK_SELF,REST
2230,REST,REST
2231,ATTACK_OTHER,REST
2232,REST,REST
2233,REST,REST
2234,WITHDRAWAL,REST
2235,REST,REST
2236,DEPRECIATION,REST
2237,STABILIZE_SELF,REST
2238,REST,REST
2239,REST,REST
2240,ATTACK_SELF,REST
2241,AVOIDANCE,REST
2242,REST,REST
2243,STABILIZE_SELF,REST
2244,REST,REST
2245,REST,REST
2246,REST,REST
2247,REST,REST
2248,WITHDRAWAL,REST
2249,REST,REST
2250,DEPRECIATION,REST
2251,WITHDRAWAL,REST
2252,ATTACK_OTHER,REST
2253,REST,REST
2254,WITHDRAWAL,REST
2255,WITHDRAWAL,REST
2256,STABILIZE_SELF,REST
2257,AVOIDANCE,REST
2258,REST,REST
2259,REST,REST
2260,ATTACK_OTHER,REST
2261,ATTACK_OTHER,REST
2262,WITHDRAWAL,REST
2263,STABILIZE_SELF,REST
2264,AVOIDANCE,REST
2265,REST,REST
2266,AVOIDANCE,REST
2267,ATTACK_OTHER,REST
2268,REST,REST
2269,REST,REST
2270,REST,REST
2271,REST,REST
2272,ATTACK_SELF,REST
2273,ATTACK_OTHER,REST
2274,REST,REST
2275,AVOIDANCE,REST
2276,ATTACK_SELF,REST
2277,REST,REST
2278,WITHDRAWAL,REST
2279,ATTACK_SELF,REST
2280,AVOIDANCE,REST
2281,STABILIZE_SELF,REST
2282,REST,REST
2283,REST,REST
2284,DEPRECIATION,REST
2285,AVOIDANCE,REST
2286,REST,REST
2287,ATTACK_OTHER,REST
2288,ATTACK_SELF,REST
2289,ATTACK_OTHER,REST
2290,WITHDRAWAL,REST
2291,ATTACK_OTHER,REST
2292,AVOIDANCE,REST
2293,REST,REST
2294,WITHDRAWAL,REST
2295,ATTACK_OTHER,REST
2296,REST,REST
2297,AVOIDANCE,REST
2298,REST,REST
2299,WITHDRAWAL,REST
2300,AVOIDANCE,REST
2301,REST,REST
2302,ATTACK_SELF,REST
2303,AVOIDANCE,REST
2304,REST,REST
2305,STABILIZE_SELF,REST
2306,STABILIZE_SELF,REST
2307,REST,REST
2308,STABILIZE_SELF,REST
2309,DEPRECIATION,REST
2310,ATTACK_OTHER,REST
2311,ATTACK_OTHER,REST
2312,WITHDRAWAL,REST
2313,REST,REST
2314,ATTACK_SELF,REST
2315,ATTACK_OTHER,REST
2316,REST,REST
2317,REST,REST
2318,REST,REST
2319,ATTACK_OTHER,REST
2320,ATTACK_OTHER,REST
2321,AVOIDANCE,REST
2322,REST,REST
2323,DEPRECIATION,REST
2324,AVOIDANCE,REST
2325,REST,REST
2326,STABILIZE_SELF,REST
2327,WITHDRAWAL,REST
2328,REST,REST
2329,AVOIDANCE,REST
2330,ATTACK_SELF,REST
2331,AVOIDANCE,REST
2332,ATTACK_OTHER,REST
2333,REST,REST
2334,REST,REST
2335,ATTACK_SELF,REST
2336,DEPRECIATION,DEPRECIATION
2337,DEPRECIATION,DEPRECIATION
2338,ATTACK_OTHER,DEPRECIATION
2339,DEPRECIATION,DEPRECIATION
2340,DEPRECIATION,DEPRECIATION
2341,AVOIDANCE,DEPRECIATION
2342,DEPRECIATION,DEPRECIATION
2343,ATTACK_SELF,DEPRECIATION
2344,DEPRECIATION,DEPRECIATION
2345,ATTACK_SELF,DEPRECIATION
2346,REST,DEPRECIATION
2347,DEPRECIATION,DEPRECIATION
2348,WITHDRAWAL,DEPRECIATION
2349,DEPRECIATION,DEPRECIATION
2350,WITHDRAWAL,DEPRECIATION
2351,REST,DEPRECIATION
2352,ATTACK_OTHER,DEPRECIATION
2353,ATTACK_OTHER,DEPRECIATION
2354,STABILIZE_SELF,DEPRECIATION
2355,DEPRECIATION,DEPRECIATION
2356,ATTACK_SELF,DEPRECIATION
2357,WITHDRAWAL,DEPRECIATION
2358,AVOIDANCE,DEPRECIATION
2359,REST,DEPRECIATION
2360,ATTACK_SELF,DEPRECIATION
2361,REST,DEPRECIATION
2362,ATTACK_SELF,DEPRECIATION
2363,DEPRECIATION,DEPRECIATION
2364,WITHDRAWAL,DEPRECIATION
2365,DEPRECIATION,DEPRECIATION
2366,ATTACK_OTHER,DEPRECIATION
2367,ATTACK_OTHER,DEPRECIATION
2368,DEPRECIATION,DEPRECIATION
2369,DEPRECIATION,DEPRECIATION
2370,AVOIDANCE,DEPRECIATION
2371,DEPRECIATION,DEPRECIATION
2372,AVOIDANCE,DEPRECIATION
2373,REST,DEPRECIATION
2374,STABILIZE_SELF,DEPRECIATION
2375,DEPRECIATION,DEPRECIATION
2376,DEPRECIATION,DEPRECIATION
2377,REST,DEPRECIATION
2378,DEPRECIATION,DEPRECIATION
2379,DEPRECIATION,DEPRECIATION
2380,DEPRECIATION,DEPRECIATION
2381,WITHDRAWAL,DEPRECIATION
2382,WITHDRAWAL,DEPRECIATION
2383,DEPRECIATION,DEPRECIATION
2384,ATTACK_SELF,DEPRECIATION
2385,DEPRECIATION,DEPRECIATION
2386,DEPRECIATION,DEPRECIATION
2387,DEPRECIATION,DEPRECIATION
2388,STABILIZE_SELF,DEPRECIATION
2389,DEPRECIATION,DEPRECIATION
2390,STABILIZE_SELF,DEPRECIATION
2391,REST,DEPRECIATION
2392,ATTACK_OTHER,DEPRECIATION
2393,DEPRECIATION,DEPRECIATION
2394,ATTACK_OTHER,DEPRECIATION
2395,DEPRECIATION,DEPRECIATION
2396,ATTACK_SELF,DEPRECIATION
2397,ATTACK_OTHER,DEPRECIATION
2398,REST,DEPRECIATION
2399,REST,DEPRECIATION
2400,DEPRECIATION,DEPRECIATION
2401,DEPRECIATION,DEPRECIATION
2402,DEPRECIATION,DEPRECIATION
2403,DEPRECIATION,DEPRECIATION
2404,ATTACK_OTHER,DEPRECIATION
2405,DEPRECIATION,DEPRECIATION
2406,DEPRECIATION,DEPRECIATION
2407,WITHDRAWAL,DEPRECIATION
2408,STABILIZE_SELF,DEPRECIATION
2409,REST,DEPRECIATION
2410,DEPRECIATION,DEPRECIATION
2411,WITHDRAWAL,DEPRECIATION
2412,DEPRECIATION,DEPRECIATION
2413,REST,DEPRECIATION
2414,AVOIDANCE,DEPRECIATION
2415,DEPRECIATION,DEPRECIATION
2416,DEPRECIATION,DEPRECIATION
2417,DEPRECIATION,DEPRECIATION
2418,DEPRECIATION,DEPRECIATION
2419,REST,DEPRECIATION
2420,ATTACK_SELF,DEPRECIATION
2421,STABILIZE_SELF,DEPRECIATION
2422,AVOIDANCE,DEPRECIATION
2423,STABILIZE_SELF,DEPRECIATION
2424,ATTACK_OTHER,DEPRECIATION
2425,ATTACK_SELF,DEPRECIATION
2426,DEPRECIATION,DEPRECIATION
2427,ATTACK_SELF,DEPRECIATION
2428,DEPRECIATION,DEPRECIATION
2429,DEPRECIATION,DEPRECIATION
2430,ATTACK_OTHER,DEPRECIATION
2431,WITHDRAWAL,DEPRECIATION
2432,DEPRECIATION,DEPRECIATION
2433,WITHDRAWAL,DEPRECIATION
2434,STABILIZE_SELF,DEPRECIATION
2435,ATTACK_SELF,DEPRECIATION
2436,STABILIZE_SELF,DEPRECIATION
2437,STABILIZE_SELF,DEPRECIATION
2438,ATTACK_OTHER,DEPRECIATION
2439,DEPRECIATION,DEPRECIATION
2440,ATTACK_OTHER,DEPRECIATION
2441,ATTACK_OTHER,DEPRECIATION
2442,STABILIZE_SELF,DEPRECIATION
2443,DEPRECIATION,DEPRECIATION
2444,DEPRECIATION,DEPRECIATION
2445,DEPRECIATION,DEPRECIATION
2446,AVOIDANCE,DEPRECIATION
2447,DEPRECIATION,DEPRECIATION
2448,DEPRECIATION,DEPRECIATION
2449,ATTACK_SELF,DEPRECIATION
2450,ATTACK_OTHER,DEPRECIATION
2451,STABILIZE_SELF,DEPRECIATION
2452,REST,DEPRECIATION
2453,DEPRECIATION,DEPRECIATION
2454,STABILIZE_SELF,DEPRECIATION
2455,DEPRECIATION,DEPRECIATION
2456,DEPRECIATION,DEPRECIATION
2457,REST,DEPRECIATION
2458,ATTACK_SELF,DEPRECIATION
2459,WITHDRAWAL,DEPRECIATION
2460,WITHDRAWAL,DEPRECIATION
2461,STABILIZE_SELF,DEPRECIATION
2462,DEPRECIATION,DEPRECIATION
2463,ATTACK_OTHER,DEPRECIATION
2464,ATTACK_SELF,DEPRECIATION
2465,DEPRECIATION,DEPRECIATION
2466,REST,DEPRECIATION
2467,DEPRECIATION,DEPRECIATION
2468,DEPRECIATION,DEPRECIATION
2469,WITHDRAWAL,DEPRECIATION
2470,REST,DEPRECIATION
2471,AVOIDANCE,DEPRECIATION
2472,DEPRECIATION,DEPRECIATION
2473,ATTACK_OTHER,DEPRECIATION
2474,AVOIDANCE,DEPRECIATION
2475,STABILIZE_SELF,DEPRECIATION
2476,ATTACK_SELF,DEPRECIATION
2477,REST,DEPRECIATION
2478,STABILIZE_SELF,DEPRECIATION
2479,REST,DEPRECIATION
2480,DEPRECIATION,DEPRECIATION
2481,ATTACK_SELF,DEPRECIATION
2482,STABILIZE_SELF,DEPRECIATION
2483,ATTACK_SELF,DEPRECIATION
2484,REST,DEPRECIATION
2485,AVOIDANCE,DEPRECIATION
2486,DEPRECIATION,DEPRECIATION
2487,WITHDRAWAL,DEPRECIATION
2488,WITHDRAWAL,DEPRECIATION
2489,STABILIZE_SELF,DEPRECIATION
2490,WITHDRAWAL,DEPRECIATION
2491,DEPRECIATION,DEPRECIATION
2492,WITHDRAWAL,DEPRECIATION
2493,DEPRECIATION,DEPRECIATION
2494,ATTACK_SELF,DEPRECIATION
2495,DEPRECIATION,DEPRECIATION
2496,ATTACK_SELF,DEPRECIATION
2497,DEPRECIATION,DEPRECIATION
2498,ATTACK_OTHER,DEPRECIATION
2499,DEPRECIATION,DEPRECIATION
2500,REST,DEPRECIATION
2501,ATTACK_SELF,DEPRECIATION
2502,REST,DEPRECIATION
2503,DEPRECIATION,DEPRECIATION
2504,DEPRECIATION,DEPRECIATION
2505,AVOIDANCE,DEPRECIATION
2506,DEPRECIATION,DEPRECIATION
2507,REST,DEPRECIATION
2508,WITHDRAWAL,DEPRECIATION
2509,AVOIDANCE,DEPRECIATION
2510,STABILIZE_SELF,DEPRECIATION
2511,DEPRECIATION,DEPRECIATION
2512,AVOIDANCE,DEPRECIATION
2513,DEPRECIATION,DEPRECIATION
2514,STABILIZE_SELF,DEPRECIATION
2515,DEPRECIATION,DEPRECIATION
2516,DEPRECIATION,DEPRECIATION
2517,STABILIZE_SELF,DEPRECIATION
2518,ATTACK_SELF,DEPRECIATION
2519,ATTACK_OTHER,DEPRECIATION
2520,STABILIZE_SELF,DEPRECIATION
2521,DEPRECIATION,DEPRECIATION
2522,DEPRECIATION,DEPRECIATION
2523,STABILIZE_SELF,DEPRECIATION
2524,AVOIDANCE,DEPRECIATION
2525,REST,DEPRECIATION
2526,WITHDRAWAL,DEPRECIATION
2527,AVOIDANCE,DEPRECIATION
2528,DEPRECIATION,DEPRECIATION
2529,WITHDRAWAL,DEPRECIATION
2530,DEPRECIATION,DEPRECIATION
2531,STABILIZE_SELF,DEPRECIATION
2532,DEPRECIATION,DEPRECIATION
2533,REST,DEPRECIATION
2534,DEPRECIATION,DEPRECIATION
2535,REST,DEPRECIATION
2536,DEPRECIATION,DEPRECIATION
2537,DEPRECIATION,DEPRECIATION
2538,ATTACK_OTHER,DEPRECIATION
2539,AVOIDANCE,DEPRECIATION
2540,DEPRECIATION,DEPRECIATION
2541,ATTACK_SELF,DEPRECIATION
2542,WITHDRAWAL,DEPRECIATION
2543,DEPRECIATION,DEPRECIATION
2544,DEPRECIATION,DEPRECIATION
2545,DEPRECIATION,DEPRECIATION
2546,ATTACK_SELF,DEPRECIATION
2547,STABILIZE_SELF,DEPRECIATION
2548,AVOIDANCE,DEPRECIATION
2549,ATTACK_OTHER,DEPRECIATION
3401,WITHDRAWAL,AVOIDANCE
3402,AVOIDANCE,AVOIDANCE
3403,STABILIZE_SELF,AVOIDANCE
3404,ATTACK_SELF,AVOIDANCE
3405,ATTACK_SELF,AVOIDANCE
3406,AVOIDANCE,AVOIDANCE
3407,AVOIDANCE,AVOIDANCE
3408,ATTACK_OTHER,AVOIDANCE
3409,AVOIDANCE,AVOIDANCE
3410,AVOIDANCE,AVOIDANCE
3411,WITHDRAWAL,AVOIDANCE
3412,ATTACK_OTHER,AVOIDANCE
3413,AVOIDANCE,AVOIDANCE
3414,AVOIDANCE,AVOIDANCE
3415,DEPRECIATION,AVOIDANCE
3416,AVOIDANCE,AVOIDANCE
3417,ATTACK_SELF,AVOIDANCE
3418,AVOIDANCE,AVOIDANCE
3419,AVOIDANCE,AVOIDANCE
3420,REST,AVOIDANCE
3421,ATTACK_SELF,AVOIDANCE
3422,AVOIDANCE,AVOIDANCE
3423,ATTACK_OTHER,AVOIDANCE
3424,WITHDRAWAL,AVOIDANCE
3425,REST,AVOIDANCE
3426,DEPRECIATION,AVOIDANCE
3427,REST,AVOIDANCE
3428,DEPRECIATION,AVOIDANCE
3429,WITHDRAWAL,AVOIDANCE
3430,WITHDRAWAL,AVOIDANCE
3431,ATTACK_OTHER,AVOIDANCE
3432,ATTACK_OTHER,AVOIDANCE
3433,AVOIDANCE,AVOIDANCE
3434,WITHDRAWAL,AVOIDANCE
3435,DEPRECIATION,AVOIDANCE
3436,AVOIDANCE,AVOIDANCE
3437,WITHDRAWAL,AVOIDANCE
3438,AVOIDANCE,AVOIDANCE
3439,ATTACK_SELF,AVOIDANCE
3440,AVOIDANCE,AVOIDANCE
3441,STABILIZE_SELF,AVOIDANCE
3442,REST,AVOIDANCE
3443,WITHDRAWAL,AVOIDANCE
3444,DEPRECIATION,AVOIDANCE
3445,AVOIDANCE,AVOIDANCE
3446,AVOIDANCE,AVOIDANCE
3447,ATTACK_OTHER,AVOIDANCE
3448,STABILIZE_SELF,AVOIDANCE
3449,AVOIDANCE,AVOIDANCE
3450,WITHDRAWAL,AVOIDANCE
3451,ATTACK_SELF,AVOIDANCE
3452,STABILIZE_SELF,AVOIDANCE
3453,AVOIDANCE,AVOIDANCE
3454,AVOIDANCE,AVOIDANCE
3455,AVOIDANCE,AVOIDANCE
3456,DEPRECIATION,AVOIDANCE
3457,AVOIDANCE,AVOIDANCE
3458,AVOIDANCE,AVOIDANCE
3459,ATTACK_SELF,AVOIDANCE
3460,AVOIDANCE,AVOIDANCE
3461,ATTACK_OTHER,AVOIDANCE
3462,ATTACK_SELF,AVOIDANCE
3463,WITHDRAWAL,AVOIDANCE
3464,AVOIDANCE,AVOIDANCE
3465,STABILIZE_SELF,AVOIDANCE
3466,WITHDRAWAL,AVOIDANCE
3467,DEPRECIATION,AVOIDANCE
3468,WITHDRAWAL,AVOIDANCE
3469,AVOIDANCE,AVOIDANCE
3470,STABILIZE_SELF,AVOIDANCE
3471,REST,AVOIDANCE
3472,AVOIDANCE,AVOIDANCE
3473,AVOIDANCE,AVOIDANCE
3474,ATTACK_SELF,AVOIDANCE
3475,ATTACK_SELF,AVOIDANCE
3476,REST,AVOIDANCE
3477,DEPRECIATION,AVOIDANCE
3478,AVOIDANCE,AVOIDANCE
3479,WITHDRAWAL,AVOIDANCE
3480,STABILIZE_SELF,AVOIDANCE
3481,DEPRECIATION,AVOIDANCE
3482,AVOIDANCE,AVOIDANCE
3483,DEPRECIATION,AVOIDANCE
3484,DEPRECIATION,AVOIDANCE
3485,DEPRECIATION,AVOIDANCE
3486,STABILIZE_SELF,AVOIDANCE
3487,AVOIDANCE,AVOIDANCE
3488,AVOIDANCE,AVOIDANCE
3489,ATTACK_OTHER,AVOIDANCE
3490,REST,AVOIDANCE
3491,STABILIZE_SELF,AVOIDANCE
3492,ATTACK_SELF,AVOIDANCE
3493,ATTACK_SELF,AVOIDANCE
3494,AVOIDANCE,AVOIDANCE
3495,AVOIDANCE,AVOIDANCE
3496,ATTACK_OTHER,AVOIDANCE
3497,REST,AVOIDANCE
3498,ATTACK_SELF,AVOIDANCE
3499,REST,AVOIDANCE
3500,REST,AVOIDANCE
3501,WITHDRAWAL,AVOIDANCE
3502,STABILIZE_SELF,AVOIDANCE
3503,WITHDRAWAL,AVOIDANCE
3504,AVOIDANCE,AVOIDANCE
3505,STABILIZE_SELF,AVOIDANCE
3506,ATTACK_SELF,AVOIDANCE
3507,ATTACK_OTHER,AVOIDANCE
3508,AVOIDANCE,AVOIDANCE
3509,WITHDRAWAL,AVOIDANCE
3510,AVOIDANCE,AVOIDANCE
3511,DEPRECIATION,AVOIDANCE
3512,AVOIDANCE,AVOIDANCE
3513,AVOIDANCE,AVOIDANCE
3514,WITHDRAWAL,AVOIDANCE
3515,AVOIDANCE,AVOIDANCE
3516,STABILIZE_SELF,AVOIDANCE
3517,ATTACK_OTHER,AVOIDANCE
3518,REST,AVOIDANCE
3519,AVOIDANCE,AVOIDANCE
3520,AVOIDANCE,AVOIDANCE
3521,AVOIDANCE,AVOIDANCE
3522,AVOIDANCE,AVOIDANCE
3523,ATTACK_OTHER,AVOIDANCE
3524,AVOIDANCE,AVOIDANCE
3525,WITHDRAWAL,AVOIDANCE
3526,AVOIDANCE,AVOIDANCE
3527,ATTACK_OTHER,AVOIDANCE
3528,REST,AVOIDANCE
3529,AVOIDANCE,AVOIDANCE
3530,AVOIDANCE,AVOIDANCE
3531,ATTACK_SELF,AVOIDANCE
3532,REST,AVOIDANCE
3533,DEPRECIATION,AVOIDANCE
3534,WITHDRAWAL,AVOIDANCE
3535,AVOIDANCE,AVOIDANCE
3536,ATTACK_OTHER,AVOIDANCE
3537,REST,AVOIDANCE
3538,STABILIZE_SELF,AVOIDANCE
3539,STABILIZE_SELF,AVOIDANCE
3540,WITHDRAWAL,AVOIDANCE
3541,ATTACK_SELF,AVOIDANCE
3542,AVOIDANCE,AVOIDANCE
3543,WITHDRAWAL,AVOIDANCE
3544,REST,AVOIDANCE
3545,STABILIZE_SELF,AVOIDANCE
3546,AVOIDANCE,AVOIDANCE
