OriginalIndex,Predicted,GroundTruth
1004,WITHDRAWAL,REST
1005,ATTACK_SELF,REST
1006,AVOIDANCE,REST
1007,REST,REST
1008,REST,REST
1009,AVOIDANCE,REST
1010,REST,REST
1011,WITHDRAWAL,REST
1012,REST,REST
1013,REST,REST
1014,WITHDRAWAL,REST
1015,DEPRECIATION,REST
1016,REST,REST
1017,ATTACK_OTHER,REST
1018,WITHDRAWAL,REST
1019,DEPRECIATION,REST
1020,STABILIZE_SELF,REST
1021,REST,REST
1022,REST,REST
1023,ATTACK_SELF,REST
1024,WITHDRAWAL,REST
1025,DEPRECIATION,REST
1026,REST,REST
1027,STABILIZE_SELF,REST
1028,STABILIZE_SELF,REST
1029,AVOIDANCE,REST
1030,ATTACK_SELF,REST
1031,DEPRECIATION,REST
1032,ATTACK_OTHER,REST
1033,REST,REST
1034,REST,REST
1035,WITHDRAWAL,REST
1036,ATTACK_SELF,REST
1037,REST,REST
1038,REST,REST
1039,REST,REST
1040,REST,REST
1041,REST,REST
1042,ATTACK_SELF,REST
1043,REST,REST
1044,DEPRECIATION,REST
1045,REST,REST
1046,REST,REST
1047,AVOIDANCE,REST
1048,REST,REST
1049,ATTACK_SELF,REST
1050,ATTACK_SELF,REST
1051,AVOIDANCE,REST
1052,DEPRECIATION,REST
1053,ATTACK_SELF,REST
1054,DEPRECIATION,REST
1055,REST,REST
1056,ATTACK_OTHER,REST
1057,ATTACK_OTHER,REST
1058,ATTACK_OTHER,REST
1059,AVOIDANCE,REST
1060,STABILIZE_SELF,REST
1061,REST,REST
1062,REST,REST
1063,REST,REST
1064,DEPRECIATION,REST
1065,REST,REST
1066,REST,REST
1067,AVOIDANCE,REST
1068,REST,REST
1069,AVOIDANCE,REST
1070,STABILIZE_SELF,REST
1071,STABILIZE_SELF,REST
1072,REST,REST
1073,ATTACK_SELF,REST
1074,AVOIDANCE,REST
1075,WITHDRAWAL,REST
1076,AVOIDANCE,REST
1077,STABILIZE_SELF,REST
1078,WITHDRAWAL,REST
1079,DEPRECIATION,REST
1080,REST,REST
1081,REST,REST
1082,DEPRECIATION,REST
1083,DEPRECIATION,REST
1084,ATTACK_OTHER,REST
1085,ATTACK_SELF,REST
1086,ATTACK_OTHER,REST
1087,REST,REST
1088,DEPRECIATION,REST
1089,REST,REST
1090,ATTACK_OTHER,REST
1091,ATTACK_OTHER,REST
1092,REST,REST
1093,ATTACK_SELF,REST
1094,AVOIDANCE,REST
1095,WITHDRAWAL,REST
1096,REST,REST
1097,REST,REST
1098,REST,REST
1099,STABILIZE_SELF,REST
1100,ATTACK_SELF,REST
1101,DEPRECIATION,REST
1102,REST,REST
1103,WITHDRAWAL,REST
1104,WITHDRAWAL,REST
1105,DEPRECIATION,REST
1106,ATTACK_SELF,REST
1107,WITHDRAWAL,REST
1108,DEPRECIATION,REST
1109,ATTACK_OTHER,REST
1110,ATTACK_SELF,REST
1111,AVOIDANCE,REST
1112,REST,REST
1113,ATTACK_OTHER,REST
1114,REST,REST
1115,REST,REST
1116,WITHDRAWAL,REST
1117,AVOIDANCE,REST
1118,ATTACK_OTHER,REST
1119,AVOIDANCE,REST
1120,REST,REST
1121,REST,REST
1122,DEPRECIATION,REST
1123,ATTACK_SELF,REST
1124,REST,REST
2182,ATTACK_SELF,REST
2183,AVOIDANCE,REST
2184,REST,REST
2185,REST,REST
2186,DEPRECIATION,REST
2187,STABILIZE_SELF,REST
2188,REST,REST
2189,REST,REST
2190,REST,REST
2191,AVOIDANCE,REST
2192,DEPRECIATION,REST
2193,ATTACK_SELF,REST
2194,DEPRECIATION,REST
2195,REST,REST
2196,REST,REST
2197,REST,REST
2198,STABILIZE_SELF,REST
2199,REST,REST
2200,AVOIDANCE,REST
2201,STABILIZE_SELF,REST
2202,REST,REST
2203,WITHDRAWAL,REST
2204,WITHDRAWAL,REST
2205,REST,REST
2206,WITHDRAWAL,REST
2207,WITHDRAWAL,REST
2208,REST,REST
2209,DEPRECIATION,REST
2210,STABILIZE_SELF,REST
2211,REST,REST
2212,ATTACK_OTHER,REST
2213,REST,REST
2214,REST,REST
2215,REST,REST
2216,REST,REST
2217,REST,REST
2218,REST,REST
2219,REST,REST
2220,REST,REST
2221,REST,REST
2222,REST,REST
2223,ATTACK_OTHER,REST
2224,AVOIDANCE,REST
2225,REST,REST
2226,ATTACK_SELF,REST
2227,AVOIDANCE,REST
2228,REST,REST
2229,REST,REST
2230,AVOIDANCE,REST
2231,WITHDRAWAL,REST
2232,DEPRECIATION,REST
2233,WITHDRAWAL,REST
2234,REST,REST
2235,REST,REST
2236,ATTACK_SELF,REST
2237,REST,REST
2238,STABILIZE_SELF,REST
2239,DEPRECIATION,REST
2240,REST,REST
2241,REST,REST
2242,ATTACK_OTHER,REST
2243,REST,REST
2244,AVOIDANCE,REST
2245,ATTACK_SELF,REST
2246,REST,REST
2247,ATTACK_OTHER,REST
2248,REST,REST
2249,ATTACK_SELF,REST
2250,AVOIDANCE,REST
2251,REST,REST
2252,ATTACK_OTHER,REST
2253,AVOIDANCE,REST
2254,REST,REST
2255,REST,REST
2256,REST,REST
2257,AVOIDANCE,REST
2258,AVOIDANCE,REST
2259,STABILIZE_SELF,REST
2260,WITHDRAWAL,REST
2261,ATTACK_OTHER,REST
2262,ATTACK_OTHER,REST
2263,REST,REST
2264,REST,REST
2265,STABILIZE_SELF,REST
2266,AVOIDANCE,REST
2267,WITHDRAWAL,REST
2268,WITHDRAWAL,REST
2269,REST,REST
2270,REST,REST
2271,STABILIZE_SELF,REST
2272,DEPRECIATION,REST
2273,AVOIDANCE,REST
2274,REST,REST
2275,REST,REST
2276,WITHDRAWAL,REST
2277,REST,REST
2278,AVOIDANCE,REST
2279,REST,REST
2280,ATTACK_SELF,REST
2281,REST,REST
2282,STABILIZE_SELF,REST
2283,REST,REST
2284,STABILIZE_SELF,REST
2285,ATTACK_SELF,REST
2286,WITHDRAWAL,REST
2287,DEPRECIATION,REST
2288,ATTACK_SELF,REST
2289,STABILIZE_SELF,REST
2290,STABILIZE_SELF,REST
2291,REST,REST
2292,REST,REST
2293,REST,REST
2294,AVOIDANCE,REST
2295,REST,REST
2296,ATTACK_OTHER,REST
2297,REST,REST
2298,REST,REST
2299,ATTACK_OTHER,REST
2300,DEPRECIATION,REST
2301,REST,REST
2302,REST,REST
2303,STABILIZE_SELF,REST
2304,ATTACK_OTHER,REST
2305,STABILIZE_SELF,REST
2306,ATTACK_SELF,REST
2307,DEPRECIATION,REST
2308,AVOIDANCE,REST
2309,STABILIZE_SELF,REST
2310,REST,REST
2311,REST,REST
2312,WITHDRAWAL,REST
2313,STABILIZE_SELF,REST
2314,ATTACK_SELF,REST
2315,AVOIDANCE,REST
2316,DEPRECIATION,REST
2317,REST,REST
2318,AVOIDANCE,REST
2319,REST,REST
2320,STABILIZE_SELF,REST
2321,AVOIDANCE,REST
2322,STABILIZE_SELF,REST
2323,ATTACK_SELF,REST
2324,REST,REST
2325,DEPRECIATION,REST
2326,ATTACK_OTHER,REST
2327,ATTACK_OTHER,REST
2328,ATTACK_OTHER,REST
2329,STABILIZE_SELF,REST
2330,REST,REST
2331,REST,REST
2332,REST,REST
2333,WITHDRAWAL,REST
2334,WITHDRAWAL,REST
2335,WITHDRAWAL,REST
2336,DEPRECIATION,DEPRECIATION
2337,WITHDRAWAL,DEPRECIATION
2338,STABILIZE_SELF,DEPRECIATION
2339,DEPRECIATION,DEPRECIATION
2340,DEPRECIATION,DEPRECIATION
2341,DEPRECIATION,DEPRECIATION
2342,DEPRECIATION,DEPRECIATION
2343,DEPRECIATION,DEPRECIATION
2344,ATTACK_OTHER,DEPRECIATION
2345,ATTACK_OTHER,DEPRECIATION
2346,DEPRECIATION,DEPRECIATION
2347,REST,DEPRECIATION
2348,REST,DEPRECIATION
2349,DEPRECIATION,DEPRECIATION
2350,ATTACK_OTHER,DEPRECIATION
2351,WITHDRAWAL,DEPRECIATION
2352,AVOIDANCE,DEPRECIATION
2353,AVOIDANCE,DEPRECIATION
2354,DEPRECIATION,DEPRECIATION
2355,DEPRECIATION,DEPRECIATION
2356,REST,DEPRECIATION
2357,ATTACK_SELF,DEPRECIATION
2358,DEPRECIATION,DEPRECIATION
2359,STABILIZE_SELF,DEPRECIATION
2360,DEPRECIATION,DEPRECIATION
2361,DEPRECIATION,DEPRECIATION
2362,ATTACK_SELF,DEPRECIATION
2363,REST,DEPRECIATION
2364,DEPRECIATION,DEPRECIATION
2365,STABILIZE_SELF,DEPRECIATION
2366,REST,DEPRECIATION
2367,ATTACK_SELF,DEPRECIATION
2368,REST,DEPRECIATION
2369,DEPRECIATION,DEPRECIATION
2370,DEPRECIATION,DEPRECIATION
2371,STABILIZE_SELF,DEPRECIATION
2372,STABILIZE_SELF,DEPRECIATION
2373,STABILIZE_SELF,DEPRECIATION
2374,DEPRECIATION,DEPRECIATION
2375,ATTACK_SELF,DEPRECIATION
2376,DEPRECIATION,DEPRECIATION
2377,ATTACK_OTHER,DEPRECIATION
2378,ATTACK_OTHER,DEPRECIATION
2379,STABILIZE_SELF,DEPRECIATION
2380,ATTACK_OTHER,DEPRECIATION
2381,DEPRECIATION,DEPRECIATION
2382,ATTACK_OTHER,DEPRECIATION
2383,WITHDRAWAL,DEPRECIATION
2384,WITHDRAWAL,DEPRECIATION
2385,AVOIDANCE,DEPRECIATION
2386,DEPRECIATION,DEPRECIATION
2387,REST,DEPRECIATION
2388,DEPRECIATION,DEPRECIATION
2389,WITHDRAWAL,DEPRECIATION
2390,STABILIZE_SELF,DEPRECIATION
2391,ATTACK_SELF,DEPRECIATION
2392,DEPRECIATION,DEPRECIATION
2393,REST,DEPRECIATION
2394,REST,DEPRECIATION
2395,ATTACK_OTHER,DEPRECIATION
2396,ATTACK_OTHER,DEPRECIATION
2397,ATTACK_SELF,DEPRECIATION
2398,ATTACK_OTHER,DEPRECIATION
2399,DEPRECIATION,DEPRECIATION
2400,ATTACK_SELF,DEPRECIATION
2401,DEPRECIATION,DEPRECIATION
2402,DEPRECIATION,DEPRECIATION
2403,DEPRECIATION,DEPRECIATION
2404,STABILIZE_SELF,DEPRECIATION
2405,ATTACK_SELF,DEPRECIATION
2406,WITHDRAWAL,DEPRECIATION
2407,DEPRECIATION,DEPRECIATION
2408,DEPRECIATION,DEPRECIATION
2409,DEPRECIATION,DEPRECIATION
2410,DEPRECIATION,DEPRECIATION
2411,DEPRECIATION,DEPRECIATION
2412,DEPRECIATION,DEPRECIATION
2413,DEPRECIATION,DEPRECIATION
2414,AVOIDANCE,DEPRECIATION
2415,ATTACK_SELF,DEPRECIATION
2416,AVOIDANCE,DEPRECIATION
2417,DEPRECIATION,DEPRECIATION
2418,DEPRECIATION,DEPRECIATION
2419,ATTACK_OTHER,DEPRECIATION
2420,AVOIDANCE,DEPRECIATION
2421,REST,DEPRECIATION
2422,ATTACK_OTHER,DEPRECIATION
2423,ATTACK_SELF,DEPRECIATION
2424,DEPRECIATION,DEPRECIATION
2425,ATTACK_OTHER,DEPRECIATION
2426,DEPRECIATION,DEPRECIATION
2427,AVOIDANCE,DEPRECIATION
2428,DEPRECIATION,DEPRECIATION
2429,AVOIDANCE,DEPRECIATION
2430,DEPRECIATION,DEPRECIATION
2431,WITHDRAWAL,DEPRECIATION
2432,ATTACK_OTHER,DEPRECIATION
2433,DEPRECIATION,DEPRECIATION
2434,AVOIDANCE,DEPRECIATION
2435,ATTACK_SELF,DEPRECIATION
2436,DEPRECIATION,DEPRECIATION
2437,DEPRECIATION,DEPRECIATION
2438,DEPRECIATION,DEPRECIATION
2439,STABILIZE_SELF,DEPRECIATION
2440,REST,DEPRECIATION
2441,DEPRECIATION,DEPRECIATION
2442,REST,DEPRECIATION
2443,DEPRECIATION,DEPRECIATION
2444,STABILIZE_SELF,DEPRECIATION
2445,AVOIDANCE,DEPRECIATION
2446,WITHDRAWAL,DEPRECIATION
2447,AVOIDANCE,DEPRECIATION
2448,ATTACK_SELF,DEPRECIATION
2449,DEPRECIATION,DEPRECIATION
2450,STABILIZE_SELF,DEPRECIATION
2451,REST,DEPRECIATION
2452,DEPRECIATION,DEPRECIATION
2453,DEPRECIATION,DEPRECIATION
2454,AVOIDANCE,DEPRECIATION
2455,AVOIDANCE,DEPRECIATION
2456,AVOIDANCE,DEPRECIATION
2457,STABILIZE_SELF,DEPRECIATION
2458,WITHDRAWAL,DEPRECIATION
2459,REST,DEPRECIATION
2460,AVOIDANCE,DEPRECIATION
2461,ATTACK_OTHER,DEPRECIATION
2462,DEPRECIATION,DEPRECIATION
2463,DEPRECIATION,DEPRECIATION
2464,WITHDRAWAL,DEPRECIATION
2465,DEPRECIATION,DEPRECIATION
2466,DEPRECIATION,DEPRECIATION
2467,WITHDRAWAL,DEPRECIATION
2468,DEPRECIATION,DEPRECIATION
2469,AVOIDANCE,DEPRECIATION
2470,REST,DEPRECIATION
2471,AVOIDANCE,DEPRECIATION
2472,DEPRECIATION,DEPRECIATION
2473,DEPRECIATION,DEPRECIATION
2474,DEPRECIATION,DEPRECIATION
2475,DEPRECIATION,DEPRECIATION
2476,DEPRECIATION,DEPRECIATION
2477,AVOIDANCE,DEPRECIATION
2478,DEPRECIATION,DEPRECIATION
2479,STABILIZE_SELF,DEPRECIATION
2480,DEPRECIATION,DEPRECIATION
2481,ATTACK_SELF,DEPRECIATION
2482,DEPRECIATION,DEPRECIATION
2483,STABILIZE_SELF,DEPRECIATION
2484,ATTACK_SELF,DEPRECIATION
2485,DEPRECIATION,DEPRECIATION
2486,AVOIDANCE,DEPRECIATION
2487,WITHDRAWAL,DEPRECIATION
2488,AVOIDANCE,DEPRECIATION
2489,AVOIDANCE,DEPRECIATION
2490,ATTACK_OTHER,DEPRECIATION
2491,DEPRECIATION,DEPRECIATION
2492,ATTACK_SELF,DEPRECIATION
2493,DEPRECIATION,DEPRECIATION
2494,DEPRECIATION,DEPRECIATION
2495,DEPRECIATION,DEPRECIATION
2496,DEPRECIATION,DEPRECIATION
2497,DEPRECIATION,DEPRECIATION
2498,ATTACK_OTHER,DEPRECIATION
2499,ATTACK_OTHER,DEPRECIATION
2500,AVOIDANCE,DEPRECIATION
2501,REST,DEPRECIATION
2502,DEPRECIATION,DEPRECIATION
2503,DEPRECIATION,DEPRECIATION
2504,WITHDRAWAL,DEPRECIATION
2505,AVOIDANCE,DEPRECIATION
2506,DEPRECIATION,DEPRECIATION
2507,WITHDRAWAL,DEPRECIATION
2508,DEPRECIATION,DEPRECIATION
2509,ATTACK_SELF,DEPRECIATION
2510,ATTACK_SELF,DEPRECIATION
2511,REST,DEPRECIATION
2512,STABILIZE_SELF,DEPRECIATION
2513,AVOIDANCE,DEPRECIATION
2514,AVOIDANCE,DEPRECIATION
2515,DEPRECIATION,DEPRECIATION
2516,DEPRECIATION,DEPRECIATION
2517,ATTACK_OTHER,DEPRECIATION
2518,ATTACK_SELF,DEPRECIATION
2519,REST,DEPRECIATION
2520,STABILIZE_SELF,DEPRECIATION
2521,DEPRECIATION,DEPRECIATION
2522,WITHDRAWAL,DEPRECIATION
2523,AVOIDANCE,DEPRECIATION
2524,ATTACK_OTHER,DEPRECIATION
2525,DEPRECIATION,DEPRECIATION
2526,ATTACK_OTHER,DEPRECIATION
2527,DEPRECIATION,DEPRECIATION
2528,DEPRECIATION,DEPRECIATION
2529,STABILIZE_SELF,DEPRECIATION
2530,DEPRECIATION,DEPRECIATION
2531,DEPRECIATION,DEPRECIATION
2532,ATTACK_OTHER,DEPRECIATION
2533,DEPRECIATION,DEPRECIATION
2534,DEPRECIATION,DEPRECIATION
2535,REST,DEPRECIATION
2536,DEPRECIATION,DEPRECIATION
2537,DEPRECIATION,DEPRECIATION
2538,DEPRECIATION,DEPRECIATION
2539,DEPRECIATION,DEPRECIATION
2540,STABILIZE_SELF,DEPRECIATION
2541,REST,DEPRECIATION
2542,DEPRECIATION,DEPRECIATION
2543,REST,DEPRECIATION
2544,DEPRECIATION,DEPRECIATION
2545,DEPRECIATION,DEPRECIATION
2546,ATTACK_OTHER,DEPRECIATION
2547,DEPRECIATION,DEPRECIATION
2548,REST,DEPRECIATION
2549,REST,DEPRECIATION
3401,ATTACK_OTHER,AVOIDANCE
3402,STABILIZE_SELF,AVOIDANCE
3403,ATTACK_SELF,AVOIDANCE
3404,AVOIDANCE,AVOIDANCE
3405,ATTACK_SELF,AVOIDANCE
3406,DEPRECIATION,AVOIDANCE
3407,ATTACK_SELF,AVOIDANCE
3408,AVOIDANCE,AVOIDANCE
3409,ATTACK_SELF,AVOIDANCE
3410,ATTACK_OTHER,AVOIDANCE
3411,DEPRECIATION,AVOIDANCE
3412,AVOIDANCE,AVOIDANCE
3413,AVOIDANCE,AVOIDANCE
3414,REST,AVOIDANCE
3415,ATTACK_SELF,AVOIDANCE
3416,AVOIDANCE,AVOIDANCE
3417,ATTACK_SELF,AVOIDANCE
3418,ATTACK_OTHER,AVOIDANCE
3419,AVOIDANCE,AVOIDANCE
3420,WITHDRAWAL,AVOIDANCE
3421,AVOIDANCE,AVOIDANCE
3422,AVOIDANCE,AVOIDANCE
3423,WITHDRAWAL,AVOIDANCE
3424,STABILIZE_SELF,AVOIDANCE
3425,AVOIDANCE,AVOIDANCE
3426,AVOIDANCE,AVOIDANCE
3427,ATTACK_SELF,AVOIDANCE
3428,AVOIDANCE,AVOIDANCE
3429,WITHDRAWAL,AVOIDANCE
3430,AVOIDANCE,AVOIDANCE
3431,AVOIDANCE,AVOIDANCE
3432,STABILIZE_SELF,AVOIDANCE
3433,AVOIDANCE,AVOIDANCE
3434,AVOIDANCE,AVOIDANCE
3435,STABILIZE_SELF,AVOIDANCE
3436,AVOIDANCE,AVOIDANCE
3437,AVOIDANCE,AVOIDANCE
3438,AVOIDANCE,AVOIDANCE
3439,AVOIDANCE,AVOIDANCE
3440,WITHDRAWAL,AVOIDANCE
3441,AVOIDANCE,AVOIDANCE
3442,WITHDRAWAL,AVOIDANCE
3443,AVOIDANCE,AVOIDANCE
3444,ATTACK_OTHER,AVOIDANCE
3445,AVOIDANCE,AVOIDANCE
3446,AVOIDANCE,AVOIDANCE
3447,WITHDRAWAL,AVOIDANCE
3448,ATTACK_OTHER,AVOIDANCE
3449,AVOIDANCE,AVOIDANCE
3450,AVOIDANCE,AVOIDANCE
3451,AVOIDANCE,AVOIDANCE
3452,AVOIDANCE,AVOIDANCE
3453,ATTACK_SELF,AVOIDANCE
3454,AVOIDANCE,AVOIDANCE
3455,AVOIDANCE,AVOIDANCE
3456,AVOIDANCE,AVOIDANCE
3457,AVOIDANCE,AVOIDANCE
3458,AVOIDANCE,AVOIDANCE
3459,AVOIDANCE,AVOIDANCE
3460,ATTACK_SELF,AVOIDANCE
3461,REST,AVOIDANCE
3462,DEPRECIATION,AVOIDANCE
3463,AVOIDANCE,AVOIDANCE
3464,AVOIDANCE,AVOIDANCE
3465,DEPRECIATION,AVOIDANCE
3466,STABILIZE_SELF,AVOIDANCE
3467,ATTACK_SELF,AVOIDANCE
3468,STABILIZE_SELF,AVOIDANCE
3469,AVOIDANCE,AVOIDANCE
3470,DEPRECIATION,AVOIDANCE
3471,ATTACK_SELF,AVOIDANCE
3472,STABILIZE_SELF,AVOIDANCE
3473,REST,AVOIDANCE
3474,AVOIDANCE,AVOIDANCE
3475,ATTACK_OTHER,AVOIDANCE
3476,ATTACK_SELF,AVOIDANCE
3477,DEPRECIATION,AVOIDANCE
3478,DEPRECIATION,AVOIDANCE
3479,AVOIDANCE,AVOIDANCE
3480,STABILIZE_SELF,AVOIDANCE
3481,AVOIDANCE,AVOIDANCE
3482,ATTACK_OTHER,AVOIDANCE
3483,AVOIDANCE,AVOIDANCE
3484,ATTACK_SELF,AVOIDANCE
3485,REST,AVOIDANCE
3486,ATTACK_OTHER,AVOIDANCE
3487,ATTACK_SELF,AVOIDANCE
3488,STABILIZE_SELF,AVOIDANCE
3489,STABILIZE_SELF,AVOIDANCE
3490,REST,AVOIDANCE
3491,REST,AVOIDANCE
3492,WITHDRAWAL,AVOIDANCE
3493,AVOIDANCE,AVOIDANCE
3494,WITHDRAWAL,AVOIDANCE
3495,REST,AVOIDANCE
3496,AVOIDANCE,AVOIDANCE
3497,AVOIDANCE,AVOIDANCE
3498,REST,AVOIDANCE
3499,AVOIDANCE,AVOIDANCE
3500,REST,AVOIDANCE
3501,REST,AVOIDANCE
3502,AVOIDANCE,AVOIDANCE
3503,ATTACK_SELF,AVOIDANCE
3504,REST,AVOIDANCE
3505,REST,AVOIDANCE
3506,AVOIDANCE,AVOIDANCE
3507,REST,AVOIDANCE
3508,ATTACK_SELF,AVOIDANCE
3509,DEPRECIATION,AVOIDANCE
3510,STABILIZE_SELF,AVOIDANCE
3511,AVOIDANCE,AVOIDANCE
3512,DEPRECIATION,AVOIDANCE
3513,AVOIDANCE,AVOIDANCE
3514,DEPRECIATION,AVOIDANCE
3515,ATTACK_OTHER,AVOIDANCE
3516,WITHDRAWAL,AVOIDANCE
3517,DEPRECIATION,AVOIDANCE
3518,AVOIDANCE,AVOIDANCE
3519,WITHDRAWAL,AVOIDANCE
3520,AVOIDANCE,AVOIDANCE
3521,STABILIZE_SELF,AVOIDANCE
3522,DEPRECIATION,AVOIDANCE
3523,REST,AVOIDANCE
3524,AVOIDANCE,AVOIDANCE
3525,AVOIDANCE,AVOIDANCE
3526,WITHDRAWAL,AVOIDANCE
3527,AVOIDANCE,AVOIDANCE
3528,STABILIZE_SELF,AVOIDANCE
3529,AVOIDANCE,AVOIDANCE
3530,AVOIDANCE,AVOIDANCE
3531,WITHDRAWAL,AVOIDANCE
3532,ATTACK_OTHER,AVOIDANCE
3533,AVOIDANCE,AVOIDANCE
3534,REST,AVOIDANCE
3535,ATTACK_OTHER,AVOIDANCE
3536,AVOIDANCE,AVOIDANCE
3537,ATTACK_SELF,AVOIDANCE
3538,ATTACK_OTHER,AVOIDANCE
3539,DEPRECIATION,AVOIDANCE
3540,ATTACK_OTHER,AVOIDANCE
3541,AVOIDANCE,AVOIDANCE
3542,AVOIDANCE,AVOIDANCE
3543,ATTACK_SELF,AVOIDANCE
3544,AVOIDANCE,AVOIDANCE
3545,AVOIDANCE,AVOIDANCE
3546,AVOIDANCE,AVOIDANCE
3547,ATTACK_OTHER,AVOIDANCE
3548,STABILIZE_SELF,AVOIDANCE
3549,AVOIDANCE,AVOIDANCE
3550,AVOIDANCE,AVOIDANCE
3551,ATTACK_OTHER,AVOIDANCE
